"ZCTA5","GEOID","POPPT","ZPOP","ZPOPPCT"
"90047","06037237202",4388,48606,9.03
"90047","06037237300",5262,48606,10.83
"90047","06037237402",2134,48606,4.39
"90047","06037237800",1149,48606,2.36
"90047","06037237900",3621,48606,7.45
"90047","06037238000",5864,48606,12.06
"90047","06037238100",4626,48606,9.52
"90047","06037238200",1961,48606,4.03
"90047","06037238400",4497,48606,9.25
"90047","06037600201",691,48606,1.42
"90047","06037600202",2694,48606,5.54
"90047","06037600302",3317,48606,6.82
"90047","06037600400",3986,48606,8.2
"90047","06037602700",606,48606,1.25
"90047","06037602801",276,48606,0.57
"90047","06037602802",1936,48606,3.98
"90048","06037194401",955,21397,4.46
"90048","06037194402",575,21397,2.69
"90048","06037194500",2037,21397,9.52
"90048","06037214600",2411,21397,11.27
"90048","06037214700",2510,21397,11.73
"90048","06037214800",2573,21397,12.03
"90048","06037214901",3066,21397,14.33
"90048","06037214902",2586,21397,12.09
"90048","06037216300",1363,21397,6.37
"90048","06037216800",112,21397,0.52
"90048","06037700400",3209,21397,15
"90049","06037141500",2,35482,0.01
"90049","06037262200",2098,35482,5.91
"90049","06037262301",2744,35482,7.73
"90049","06037262302",2818,35482,7.94
"90049","06037262303",3290,35482,9.27
"90049","06037262400",2016,35482,5.68
"90049","06037262802",570,35482,1.61
"90049","06037264000",3358,35482,9.46
"90049","06037264102",2873,35482,8.1
"90049","06037264103",2319,35482,6.54
"90049","06037264301",4646,35482,13.09
"90049","06037264302",5519,35482,15.55
"90049","06037265410",1576,35482,4.44
"90049","06037265420",1589,35482,4.48
"90049","06037701100",64,35482,0.18
"90056","06037276100",683,7827,8.73
"90056","06037703002",6319,7827,80.73
"90056","06037703100",825,7827,10.54
"90057","06037208401",3370,44998,7.49
"90057","06037208502",3571,44998,7.94
"90057","06037208610",2163,44998,4.81
"90057","06037208620",3648,44998,8.11
"90057","06037208710",4309,44998,9.58
"90057","06037208720",4179,44998,9.29
"90057","06037208801",2995,44998,6.66
"90057","06037208802",2906,44998,6.46
"90057","06037208902",1803,44998,4.01
"90057","06037208903",4019,44998,8.93
"90057","06037208904",3216,44998,7.15
"90057","06037209401",3914,44998,8.7
"90057","06037209402",3728,44998,8.28
"90057","06037209403",1177,44998,2.62
"90058","06037206031",96,3223,2.98
"90058","06037226001",1,3223,0.03
"90058","06037227010",75,3223,2.33
"90058","06037228100",379,3223,11.76
"90058","06037228800",1042,3223,32.33
"90058","06037228900",1323,3223,41.05
"90058","06037532304",0,3223,0
"90058","06037532400",112,3223,3.48
"90058","06037532500",195,3223,6.05
"90058","06037532700",0,3223,0
"90059","06037240800",1077,40952,2.63
"90059","06037240900",4089,40952,9.98
"90059","06037241001",1662,40952,4.06
"90059","06037241002",2336,40952,5.7
"90059","06037242000",1541,40952,3.76
"90059","06037242600",4409,40952,10.77
"90059","06037242700",4036,40952,9.86
"90059","06037243000",2877,40952,7.03
"90059","06037243100",5350,40952,13.06
"90059","06037540300",0,40952,0
"90059","06037540400",2384,40952,5.82
"90059","06037540600",2468,40952,6.03
"90059","06037540700",2753,40952,6.72
"90059","06037540800",3931,40952,9.6
"90059","06037541200",2039,40952,4.98
"90061","06037240900",1531,26872,5.7
"90061","06037241001",2623,26872,9.76
"90061","06037241002",1270,26872,4.73
"90061","06037241110",2161,26872,8.04
"90061","06037241120",3359,26872,12.5
"90061","06037241201",132,26872,0.49
"90061","06037241202",1503,26872,5.59
"90061","06037241300",1001,26872,3.73
"90061","06037241400",3285,26872,12.22
"90061","06037291110",352,26872,1.31
"90061","06037291120",0,26872,0
"90061","06037291130",0,26872,0
"90061","06037540800",0,26872,0
"90061","06037540901",4994,26872,18.58
"90061","06037540902",4506,26872,16.77
"90061","06037541200",155,26872,0.58
"90062","06037231300",5058,32821,15.41
"90062","06037231400",4530,32821,13.8
"90062","06037231500",4752,32821,14.48
"90062","06037231600",1790,32821,5.45
"90062","06037232200",1181,32821,3.6
"90062","06037232300",1519,32821,4.63
"90062","06037232400",6957,32821,21.2
"90062","06037232500",4564,32821,13.91
"90062","06037232600",2021,32821,6.16
"90062","06037234000",158,32821,0.48
"90062","06037234501",150,32821,0.46
"90062","06037234502",141,32821,0.43
"90063","06037201402",0,55758,0
"90063","06037203200",1667,55758,2.99
"90063","06037203800",4256,55758,7.63
"90063","06037203900",2944,55758,5.28
"90063","06037204110",2646,55758,4.75
"90063","06037204120",2650,55758,4.75
"90063","06037204300",109,55758,0.2
"90063","06037530601",3431,55758,6.15
"90063","06037530602",1400,55758,2.51
"90063","06037530700",1988,55758,3.57
"90063","06037530801",6325,55758,11.34
"90063","06037530802",3668,55758,6.58
"90063","06037530901",4080,55758,7.32
"90063","06037530902",4160,55758,7.46
"90063","06037531000",3649,55758,6.54
"90063","06037531101",5091,55758,9.13
"90063","06037531102",3548,55758,6.36
"90063","06037531201",3917,55758,7.03
"90063","06037531503",229,55758,0.41
"90064","06037267100",0,25403,0
"90064","06037267600",804,25403,3.16
"90064","06037267700",16,25403,0.06
"90064","06037267800",2917,25403,11.48
"90064","06037267901",0,25403,0
"90064","06037267902",3375,25403,13.29
"90064","06037269000",2937,25403,11.56
"90064","06037269300",3885,25403,15.29
"90064","06037271100",2449,25403,9.64
"90064","06037271200",2525,25403,9.94
"90064","06037271300",4506,25403,17.74
"90064","06037271500",149,25403,0.59
"90064","06037271600",283,25403,1.11
"90064","06037271701",479,25403,1.89
"90064","06037271702",1078,25403,4.24
"90065","06037181300",801,45527,1.76
"90065","06037185100",3608,45527,7.92
"90065","06037185202",3712,45527,8.15
"90065","06037185203",3200,45527,7.03
"90065","06037185204",2091,45527,4.59
"90065","06037185310",3061,45527,6.72
"90065","06037185320",3081,45527,6.77
"90065","06037186100",4127,45527,9.06
"90065","06037186201",0,45527,0
"90065","06037186202",1974,45527,4.34
"90065","06037186203",1389,45527,3.05
"90065","06037186301",2999,45527,6.59
"90065","06037186302",5198,45527,11.42
"90065","06037186401",3452,45527,7.58
"90065","06037186403",2899,45527,6.37
"90065","06037186404",2471,45527,5.43
"90065","06037187102",0,45527,0
"90065","06037199000",1069,45527,2.35
"90065","06037199400",395,45527,0.87
"90066","06037271300",0,55277,0
"90066","06037271400",3253,55277,5.88
"90066","06037271500",2788,55277,5.04
"90066","06037271600",4192,55277,7.58
"90066","06037271901",3087,55277,5.58
"90066","06037271902",3877,55277,7.01
"90066","06037272100",4354,55277,7.88
"90066","06037272201",2411,55277,4.36
"90066","06037272202",3378,55277,6.11
"90066","06037272301",2941,55277,5.32
"90066","06037272302",4074,55277,7.37
"90066","06037273800",50,55277,0.09
"90066","06037275102",935,55277,1.69
"90066","06037275200",3887,55277,7.03
"90066","06037275302",1139,55277,2.06
"90066","06037275311",4993,55277,9.03
"90066","06037275400",2854,55277,5.16
"90066","06037275500",695,55277,1.26
"90066","06037275602",1006,55277,1.82
"90066","06037275603",391,55277,0.71
"90066","06037702802",2017,55277,3.65
"90066","06037702803",2955,55277,5.35
"90067","06037267901",2424,2424,100
"90068","06037143700",3064,22286,13.75
"90068","06037143800",28,22286,0.13
"90068","06037189300",1733,22286,7.78
"90068","06037189400",3448,22286,15.47
"90068","06037189500",4452,22286,19.98
"90068","06037189600",3184,22286,14.29
"90068","06037189701",3942,22286,17.69
"90068","06037189702",2098,22286,9.41
"90068","06037194101",333,22286,1.49
"90068","06037980009",4,22286,0.02
"90069","06037194200",1674,20483,8.17
"90069","06037194300",1981,20483,9.67
"90069","06037194402",2396,20483,11.7
"90069","06037700300",4477,20483,21.86
"90069","06037700400",2028,20483,9.9
"90069","06037700501",3681,20483,17.97
"90069","06037700502",4246,20483,20.73
"90071","06037207502",8,15,53.33
"90071","06037207710",7,15,46.67
"90073","06037701100",539,539,100
"90077","06037141600",63,9377,0.67
"90077","06037261200",3196,9377,34.08
"90077","06037262100",3541,9377,37.76
"90077","06037262200",2577,9377,27.48
"90079","06037207900",0,0,0
"90089","06037203300",91,3217,2.83
"90089","06037222700",3126,3217,97.17
"90090","06037980010",0,0,0
"90094","06037275602",5464,5464,100
"90095","06037265301",3,3,100
"90201","06037532304",335,101279,0.33
"90201","06037533601",4484,101279,4.43
"90201","06037533602",5420,101279,5.35
"90201","06037533603",6617,101279,6.53
"90201","06037533803",6309,101279,6.23
"90201","06037533804",4543,101279,4.49
"90201","06037533805",3604,101279,3.56
"90201","06037533806",4165,101279,4.11
"90201","06037533901",6065,101279,5.99
"90201","06037533902",4051,101279,4
"90201","06037534001",5581,101279,5.51
"90201","06037534002",4309,101279,4.25
"90201","06037534101",2295,101279,2.27
"90201","06037534102",6263,101279,6.18
"90201","06037534201",4439,101279,4.38
"90201","06037534202",5790,101279,5.72
"90201","06037534203",3204,101279,3.16
"90201","06037534301",4636,101279,4.58
"90201","06037534302",3673,101279,3.63
"90201","06037534403",2948,101279,2.91
"90201","06037534404",3647,101279,3.6
"90201","06037534405",4292,101279,4.24
"90201","06037534406",4609,101279,4.55
"90210","06037143901",109,21741,0.5
"90210","06037143902",82,21741,0.38
"90210","06037214901",17,21741,0.08
"90210","06037261101",1833,21741,8.43
"90210","06037261102",4362,21741,20.06
"90210","06037261200",1145,21741,5.27
"90210","06037262100",45,21741,0.21
"90210","06037700501",6,21741,0.03
"90210","06037700600",5537,21741,25.47
"90210","06037700700",3453,21741,15.88
"90210","06037700801",5152,21741,23.7
"90211","06037700801",68,8434,0.81
"90211","06037700802",4069,8434,48.25
"90211","06037700901",3856,8434,45.72
"90211","06037700902",441,8434,5.23
"90212","06037269000",26,11555,0.23
"90212","06037700700",26,11555,0.23
"90212","06037700801",0,11555,0
"90212","06037700902",6072,11555,52.55
"90212","06037701000",5431,11555,47
"90220","06037541100",3259,49328,6.61
"90220","06037542501",4307,49328,8.73
"90220","06037542502",4284,49328,8.68
"90220","06037542602",5496,49328,11.14
"90220","06037542700",3982,49328,8.07
"90220","06037542800",3123,49328,6.33
"90220","06037542900",3285,49328,6.66
"90220","06037543000",4341,49328,8.8
"90220","06037543100",6210,49328,12.59
"90220","06037543201",3607,49328,7.31
"90220","06037543202",4867,49328,9.87
"90220","06037543305",2567,49328,5.2
"90220","06037543321",0,49328,0
"90221","06037541603",1916,53704,3.57
"90221","06037541604",6058,53704,11.28
"90221","06037541605",5323,53704,9.91
"90221","06037541606",2506,53704,4.67
"90221","06037541801",452,53704,0.84
"90221","06037541802",427,53704,0.8
"90221","06037542000",5732,53704,10.67
"90221","06037542103",4114,53704,7.66
"90221","06037542104",3524,53704,6.56
"90221","06037542105",5200,53704,9.68
"90221","06037542106",3373,53704,6.28
"90221","06037542200",6962,53704,12.96
"90221","06037542401",4912,53704,9.15
"90221","06037542402",3152,53704,5.87
"90221","06037543305",53,53704,0.1
"90222","06037540502",64,31869,0.2
"90222","06037540600",1803,31869,5.66
"90222","06037540700",261,31869,0.82
"90222","06037540800",1111,31869,3.49
"90222","06037541200",3468,31869,10.88
"90222","06037541300",6044,31869,18.97
"90222","06037541400",7312,31869,22.94
"90222","06037541500",5836,31869,18.31
"90222","06037541603",1067,31869,3.35
"90222","06037541604",149,31869,0.47
"90222","06037542601",3016,31869,9.46
"90222","06037542700",1738,31869,5.45
"90230","06037275101",1177,31766,3.71
"90230","06037275102",3291,31766,10.36
"90230","06037275500",4512,31766,14.2
"90230","06037275603",2320,31766,7.3
"90230","06037702501",1031,31766,3.25
"90230","06037702502",3376,31766,10.63
"90230","06037702600",6069,31766,19.11
"90230","06037702700",3440,31766,10.83
"90230","06037702801",396,31766,1.25
"90230","06037702802",265,31766,0.83
"90230","06037703001",5889,31766,18.54
"90232","06037269903",954,15149,6.3
"90232","06037269905",562,15149,3.71
"90232","06037270100",17,15149,0.11
"90232","06037702400",4541,15149,29.98
"90232","06037702501",3594,15149,23.72
"90232","06037702502",672,15149,4.44
"90232","06037702801",4809,15149,31.74
"90240","06037550500",7809,25876,30.18
"90240","06037550601",5639,25876,21.79
"90240","06037550602",4211,25876,16.27
"90240","06037550700",6921,25876,26.75
"90240","06037550800",624,25876,2.41
"90240","06037550902",105,25876,0.41
"90240","06037551000",567,25876,2.19
"90241","06037550400",1534,42399,3.62
"90241","06037550800",6546,42399,15.44
"90241","06037550901",3762,42399,8.87
"90241","06037550902",5467,42399,12.89
"90241","06037551000",6633,42399,15.64
"90241","06037551101",925,42399,2.18
"90241","06037551102",2447,42399,5.77
"90241","06037551201",148,42399,0.35
"90241","06037551202",539,42399,1.27
"90241","06037551300",5422,42399,12.79
"90241","06037551401",3892,42399,9.18
"90241","06037551402",4468,42399,10.54
"90241","06037551501",228,42399,0.54
"90241","06037551502",388,42399,0.92
"90242","06037551101",3001,43497,6.9
"90242","06037551102",3056,43497,7.03
"90242","06037551201",3440,43497,7.91
"90242","06037551202",7127,43497,16.39
"90242","06037551401",398,43497,0.92
"90242","06037551501",4641,43497,10.67
"90242","06037551502",3862,43497,8.88
"90242","06037551600",31,43497,0.07
"90242","06037551700",6547,43497,15.05
"90242","06037551800",7533,43497,17.32
"90242","06037553400",3861,43497,8.88
"90245","06037620001",3943,16654,23.68
"90245","06037620002",3609,16654,21.67
"90245","06037620101",5426,16654,32.58
"90245","06037620102",3617,16654,21.72
"90245","06037980013",59,16654,0.35
"90245","06037980030",0,16654,0
"90247","06037291110",204,47487,0.43
"90247","06037291120",2210,47487,4.65
"90247","06037291130",3027,47487,6.37
"90247","06037291210",3847,47487,8.1
"90247","06037291220",2563,47487,5.4
"90247","06037602802",25,47487,0.05
"90247","06037602900",3423,47487,7.21
"90247","06037603001",7139,47487,15.03
"90247","06037603004",1512,47487,3.18
"90247","06037603005",5591,47487,11.77
"90247","06037603006",1986,47487,4.18
"90247","06037603101",4244,47487,8.94
"90247","06037603102",4084,47487,8.6
"90247","06037603301",3828,47487,8.06
"90247","06037603302",3804,47487,8.01
"90248","06037291120",0,9947,0
"90248","06037291130",555,9947,5.58
"90248","06037291210",1120,9947,11.26
"90248","06037291220",790,9947,7.94
"90248","06037291300",2601,9947,26.15
"90248","06037292000",4,9947,0.04
"90248","06037541001",1164,9947,11.7
"90248","06037541002",488,9947,4.91
"90248","06037541100",62,9947,0.62
"90248","06037543000",4,9947,0.04
"90248","06037543400",10,9947,0.1
"90248","06037543501",0,9947,0
"90248","06037603102",0,9947,0
"90248","06037603200",2777,9947,27.92
"90248","06037603302",0,9947,0
"90248","06037650101",372,9947,3.74
"90249","06037602600",7910,26669,29.66
"90249","06037602802",147,26669,0.55
"90249","06037602900",1004,26669,3.76
"90249","06037603005",0,26669,0
"90249","06037603006",49,26669,0.18
"90249","06037603400",4367,26669,16.37
"90249","06037603500",3074,26669,11.53
"90249","06037603600",4037,26669,15.14
"90249","06037603702",2537,26669,9.51
"90249","06037603704",3544,26669,13.29
"90250","06037600502",26,93193,0.03
"90250","06037602002",2515,93193,2.7
"90250","06037602103",5856,93193,6.28
"90250","06037602104",5315,93193,5.7
"90250","06037602105",4273,93193,4.59
"90250","06037602106",5702,93193,6.12
"90250","06037602200",5486,93193,5.89
"90250","06037602301",6265,93193,6.72
"90250","06037602302",2818,93193,3.02
"90250","06037602402",6769,93193,7.26
"90250","06037602403",5230,93193,5.61
"90250","06037602404",5863,93193,6.29
"90250","06037602504",4407,93193,4.73
"90250","06037602505",4072,93193,4.37
"90250","06037602506",4329,93193,4.65
"90250","06037602507",4156,93193,4.46
"90250","06037602508",7022,93193,7.53
"90250","06037602509",4118,93193,4.42
"90250","06037602700",2439,93193,2.62
"90250","06037603703",2702,93193,2.9
"90250","06037603704",2804,93193,3.01
"90250","06037603801",812,93193,0.87
"90250","06037603900",214,93193,0.23
"90254","06037620800",0,19506,0
"90254","06037621001",4119,19506,21.12
"90254","06037621002",1093,19506,5.6
"90254","06037621004",4762,19506,24.41
"90254","06037621102",2883,19506,14.78
"90254","06037621104",6649,19506,34.09
"90255","06037532500",3883,75066,5.17
"90255","06037532603",3319,75066,4.42
"90255","06037532604",2806,75066,3.74
"90255","06037532605",3715,75066,4.95
"90255","06037532606",4284,75066,5.71
"90255","06037533103",3577,75066,4.77
"90255","06037533104",4356,75066,5.8
"90255","06037533105",2580,75066,3.44
"90255","06037533106",1743,75066,2.32
"90255","06037533107",3645,75066,4.86
"90255","06037533201",2805,75066,3.74
"90255","06037533202",2762,75066,3.68
"90255","06037533203",1827,75066,2.43
"90255","06037533403",23,75066,0.03
"90255","06037533501",3090,75066,4.12
"90255","06037533502",2143,75066,2.85
"90255","06037533503",1920,75066,2.56
"90255","06037534403",0,75066,0
"90255","06037534501",5201,75066,6.93
"90255","06037534502",4257,75066,5.67
"90255","06037534700",4283,75066,5.71
"90255","06037534802",2875,75066,3.83
"90255","06037534803",4930,75066,6.57
"90255","06037534804",3878,75066,5.17
"90255","06037534900",1006,75066,1.34
"90255","06037535300",158,75066,0.21
"90260","06037602302",659,34924,1.89
"90260","06037603702",2521,34924,7.22
"90260","06037603703",1,34924,0
"90260","06037603801",3671,34924,10.51
"90260","06037603802",4153,34924,11.89
"90260","06037603900",7313,34924,20.94
"90260","06037604001",4470,34924,12.8
"90260","06037604002",5078,34924,14.54
"90260","06037604100",7058,34924,20.21
"90262","06037540000",6973,69745,10
"90262","06037540101",6483,69745,9.3
"90262","06037540102",6972,69745,10
"90262","06037540201",2370,69745,3.4
"90262","06037540202",6845,69745,9.81
"90262","06037540203",5594,69745,8.02
"90262","06037540300",5256,69745,7.54
"90262","06037540501",6943,69745,9.95
"90262","06037540502",6488,69745,9.3
"90262","06037541700",6366,69745,9.13
"90262","06037541801",4451,69745,6.38
"90262","06037541802",5004,69745,7.17
"90263","06037800410",1612,1612,100
"90265","06037800102",123,18116,0.68
"90265","06037800326",142,18116,0.78
"90265","06037800330",161,18116,0.89
"90265","06037800406",2644,18116,14.59
"90265","06037800408",7122,18116,39.31
"90265","06037800410",2015,18116,11.12
"90265","06037800504",2474,18116,13.66
"90265","06037800506",2834,18116,15.64
"90266","06037620201",1530,35135,4.35
"90266","06037620301",4657,35135,13.25
"90266","06037620303",4547,35135,12.94
"90266","06037620305",6227,35135,17.72
"90266","06037620400",5090,35135,14.49
"90266","06037620800",7575,35135,21.56
"90266","06037620901",2621,35135,7.46
"90266","06037620904",2888,35135,8.22
"90270","06037533300",3558,27372,13
"90270","06037533401",5004,27372,18.28
"90270","06037533402",4105,27372,15
"90270","06037533403",2950,27372,10.78
"90270","06037533701",3934,27372,14.37
"90270","06037533702",3585,27372,13.1
"90270","06037533703",4236,27372,15.48
"90272","06037262400",1217,22986,5.29
"90272","06037262501",3662,22986,15.93
"90272","06037262601",3660,22986,15.92
"90272","06037262604",6092,22986,26.5
"90272","06037262704",3567,22986,15.52
"90272","06037262706",3563,22986,15.5
"90272","06037262802",1057,22986,4.6
"90272","06037980019",168,22986,0.73
"90274","06037670201",3852,25209,15.28
"90274","06037670202",2594,25209,10.29
"90274","06037670324",5127,25209,20.34
"90274","06037670326",3807,25209,15.1
"90274","06037670328",4504,25209,17.87
"90274","06037670403",26,25209,0.1
"90274","06037670405",922,25209,3.66
"90274","06037670406",1831,25209,7.26
"90274","06037670411",23,25209,0.09
"90274","06037670500",1860,25209,7.38
"90274","06037670702",663,25209,2.63
"90275","06037296300",0,41804,0
"90275","06037670403",2381,41804,5.7
"90275","06037670405",1724,41804,4.12
"90275","06037670406",72,41804,0.17
"90275","06037670407",5758,41804,13.77
"90275","06037670411",4404,41804,10.53
"90275","06037670413",4782,41804,11.44
"90275","06037670416",4139,41804,9.9
"90275","06037670602",7345,41804,17.57
"90275","06037670701",6385,41804,15.27
"90275","06037670702",4814,41804,11.52
"90277","06037621201",6299,35293,17.85
"90277","06037621204",3230,35293,9.15
"90277","06037621301",6769,35293,19.18
"90277","06037621324",3842,35293,10.89
"90277","06037621326",3260,35293,9.24
"90277","06037621400",4414,35293,12.51
"90277","06037651302",2687,35293,7.61
"90277","06037651304",4792,35293,13.58
"90278","06037620501",5390,40071,13.45
"90278","06037620521",4097,40071,10.22
"90278","06037620522",4632,40071,11.56
"90278","06037620601",5523,40071,13.78
"90278","06037620602",5376,40071,13.42
"90278","06037620701",6704,40071,16.73
"90278","06037620702",7059,40071,17.62
"90278","06037621201",153,40071,0.38
"90278","06037650300",1137,40071,2.84
"90280","06037535501",3866,94396,4.1
"90280","06037535502",4958,94396,5.25
"90280","06037535503",2497,94396,2.65
"90280","06037535603",3493,94396,3.7
"90280","06037535604",4435,94396,4.7
"90280","06037535605",4153,94396,4.4
"90280","06037535606",1860,94396,1.97
"90280","06037535607",4775,94396,5.06
"90280","06037535701",6050,94396,6.41
"90280","06037535702",5522,94396,5.85
"90280","06037535802",6814,94396,7.22
"90280","06037535803",4458,94396,4.72
"90280","06037535804",5498,94396,5.82
"90280","06037535901",5757,94396,6.1
"90280","06037535902",6519,94396,6.91
"90280","06037536000",3720,94396,3.94
"90280","06037536102",3164,94396,3.35
"90280","06037536103",5516,94396,5.84
"90280","06037536104",4052,94396,4.29
"90280","06037536200",7289,94396,7.72
"90280","06037540000",0,94396,0
"90280","06037540300",0,94396,0
"90290","06037800101",49,6368,0.77
"90290","06037800102",6074,6368,95.38
"90290","06037800506",240,6368,3.77
"90290","06037980019",5,6368,0.08
"90291","06037273100",2197,28341,7.75
"90291","06037273200",3711,28341,13.09
"90291","06037273300",3695,28341,13.04
"90291","06037273402",3172,28341,11.19
"90291","06037273502",2884,28341,10.18
"90291","06037273600",2413,28341,8.51
"90291","06037273700",2801,28341,9.88
"90291","06037273800",3057,28341,10.79
"90291","06037273902",3899,28341,13.76
"90291","06037274100",512,28341,1.81
"90292","06037273902",328,21576,1.52
"90292","06037274100",3906,21576,18.1
"90292","06037274202",4337,21576,20.1
"90292","06037275302",3636,21576,16.85
"90292","06037275400",495,21576,2.29
"90292","06037702803",8,21576,0.04
"90292","06037702901",8866,21576,41.09
"90293","06037276601",2121,12132,17.48
"90293","06037276603",5252,12132,43.29
"90293","06037276604",1601,12132,13.2
"90293","06037278102",3158,12132,26.03
"90293","06037980028",0,12132,0
"90301","06037601001",2154,36568,5.89
"90301","06037601002",5311,36568,14.52
"90301","06037601100",6155,36568,16.83
"90301","06037601202",4099,36568,11.21
"90301","06037601211",2823,36568,7.72
"90301","06037601212",6511,36568,17.81
"90301","06037601401",4683,36568,12.81
"90301","06037601402",4832,36568,13.21
"90302","06037600902",6613,29415,22.48
"90302","06037600911",3349,29415,11.39
"90302","06037600912",5517,29415,18.76
"90302","06037601301",1915,29415,6.51
"90302","06037601302",6856,29415,23.31
"90302","06037601303",4879,29415,16.59
"90302","06037703002",286,29415,0.97
"90303","06037600501",2478,26176,9.47
"90303","06037600502",2329,26176,8.9
"90303","06037600601",2461,26176,9.4
"90303","06037600602",2551,26176,9.75
"90303","06037600702",65,26176,0.25
"90303","06037601700",606,26176,2.32
"90303","06037601801",36,26176,0.14
"90303","06037601802",35,26176,0.13
"90303","06037601900",5685,26176,21.72
"90303","06037602002",680,26176,2.6
"90303","06037602003",5124,26176,19.58
"90303","06037602004",4126,26176,15.76
"90303","06037602700",0,26176,0
"90304","06037601100",378,28210,1.34
"90304","06037601202",16,28210,0.06
"90304","06037601402",227,28210,0.8
"90304","06037601501",3890,28210,13.79
"90304","06037601502",3963,28210,14.05
"90304","06037601600",4375,28210,15.51
"90304","06037601700",5040,28210,17.87
"90304","06037601801",3753,28210,13.3
"90304","06037601802",4623,28210,16.39
"90304","06037602103",1136,28210,4.03
"90304","06037602104",101,28210,0.36
"90304","06037602200",708,28210,2.51
"90305","06037600702",4126,14853,27.78
"90305","06037600703",1914,14853,12.89
"90305","06037600704",2971,14853,20
"90305","06037600801",3245,14853,21.85
"90305","06037600802",2597,14853,17.48
"90401","06037701502",1559,6722,23.19
"90401","06037701702",1180,6722,17.55
"90401","06037701902",3983,6722,59.25
"90402","06037262802",2132,12250,17.4
"90402","06037264302",37,12250,0.3
"90402","06037701201",4368,12250,35.66
"90402","06037701304",5713,12250,46.64
"90403","06037701201",65,24525,0.27
"90403","06037701202",3268,24525,13.33
"90403","06037701302",4684,24525,19.1
"90403","06037701304",661,24525,2.7
"90403","06037701402",6696,24525,27.3
"90403","06037701501",4986,24525,20.33
"90403","06037701502",0,24525,0
"90403","06037701601",4165,24525,16.98
"90403","06037701602",0,24525,0
"90404","06037701502",2282,21360,10.68
"90404","06037701602",4037,21360,18.9
"90404","06037701701",3196,21360,14.96
"90404","06037701702",1926,21360,9.02
"90404","06037701801",5583,21360,26.14
"90404","06037701802",4303,21360,20.15
"90404","06037701902",33,21360,0.15
"90405","06037271400",138,27186,0.51
"90405","06037701801",284,27186,1.04
"90405","06037701802",160,27186,0.59
"90405","06037702002",5700,27186,20.97
"90405","06037702102",6306,27186,23.2
"90405","06037702201",4483,27186,16.49
"90405","06037702202",3751,27186,13.8
"90405","06037702300",6364,27186,23.41
"90501","06037292000",6538,43180,15.14
"90501","06037293201",6629,43180,15.35
"90501","06037293202",6742,43180,15.61
"90501","06037543602",0,43180,0
"90501","06037650401",101,43180,0.23
"90501","06037650901",5928,43180,13.73
"90501","06037650902",7103,43180,16.45
"90501","06037651001",5522,43180,12.79
"90501","06037651002",4556,43180,10.55
"90501","06037670001",61,43180,0.14
"90501","06037980005",0,43180,0
"90502","06037292000",1,18010,0.01
"90502","06037543502",4560,18010,25.32
"90502","06037543503",5687,18010,31.58
"90502","06037543602",7762,18010,43.1
"90503","06037650401",4371,44383,9.85
"90503","06037650501",3063,44383,6.9
"90503","06037650502",4294,44383,9.67
"90503","06037650602",7161,44383,16.13
"90503","06037650603",3958,44383,8.92
"90503","06037650604",5412,44383,12.19
"90503","06037650605",2763,44383,6.23
"90503","06037650701",2452,44383,5.52
"90503","06037650702",4482,44383,10.1
"90503","06037650800",6427,44383,14.48
"90504","06037603702",29,32102,0.09
"90504","06037604100",0,32102,0
"90504","06037650001",5853,32102,18.23
"90504","06037650003",3158,32102,9.84
"90504","06037650004",4005,32102,12.48
"90504","06037650101",5459,32102,17.01
"90504","06037650102",2248,32102,7
"90504","06037650200",5783,32102,18.01
"90504","06037650300",5567,32102,17.34
"90504","06037980005",0,32102,0
"90505","06037650701",69,36678,0.19
"90505","06037650702",108,36678,0.29
"90505","06037650800",647,36678,1.76
"90505","06037651002",50,36678,0.14
"90505","06037651101",5103,36678,13.91
"90505","06037651102",3639,36678,9.92
"90505","06037651201",5056,36678,13.78
"90505","06037651221",3291,36678,8.97
"90505","06037651222",6211,36678,16.93
"90505","06037651302",3624,36678,9.88
"90505","06037651304",322,36678,0.88
"90505","06037651401",2508,36678,6.84
"90505","06037651402",6050,36678,16.49
"90506","06037603702",0,0,0
"90601","06037408302",2663,31974,8.33
"90601","06037408303",2851,31974,8.92
"90601","06037408402",0,31974,0
"90601","06037500300",2903,31974,9.08
"90601","06037500403",1289,31974,4.03
"90601","06037501002",24,31974,0.08
"90601","06037501200",3201,31974,10.01
"90601","06037501300",5594,31974,17.5
"90601","06037501400",3069,31974,9.6
"90601","06037501501",2244,31974,7.02
"90601","06037501503",5016,31974,15.69
"90601","06037501504",1412,31974,4.42
"90601","06037501600",1584,31974,4.95
"90601","06037502100",124,31974,0.39
"90602","06037500202",31,25777,0.12
"90602","06037501400",909,25777,3.53
"90602","06037501504",2180,25777,8.46
"90602","06037501600",5021,25777,19.48
"90602","06037501700",707,25777,2.74
"90602","06037501802",3180,25777,12.34
"90602","06037501803",4705,25777,18.25
"90602","06037501804",2131,25777,8.27
"90602","06037502003",2449,25777,9.5
"90602","06037502004",3789,25777,14.7
"90602","06037502005",623,25777,2.42
"90602","06037502100",52,25777,0.2
"90603","06037500201",4002,20063,19.95
"90603","06037500202",1905,20063,9.5
"90603","06037503301",3354,20063,16.72
"90603","06037503401",6529,20063,32.54
"90603","06037503402",4273,20063,21.3
"90604","06037503104",0,39407,0
