"ZCTA5","GEOID","POPPT","ZPOP","ZPOPPCT"
"91316","06037139001",4767,26898,17.72
"91316","06037139200",3256,26898,12.1
"91316","06037139502",1165,26898,4.33
"91316","06037139503",4657,26898,17.31
"91316","06037139504",3476,26898,12.92
"91316","06037139600",4633,26898,17.22
"91316","06037139701",204,26898,0.76
"91316","06037139702",1254,26898,4.66
"91316","06037139703",1911,26898,7.1
"91316","06037980024",97,26898,0.36
"91321","06037920031",3009,34882,8.63
"91321","06037920042",3933,34882,11.28
"91321","06037920043",145,34882,0.42
"91321","06037920312",5268,34882,15.1
"91321","06037920313",6010,34882,17.23
"91321","06037920326",17,34882,0.05
"91321","06037920332",2337,34882,6.7
"91321","06037920334",475,34882,1.36
"91321","06037920336",6329,34882,18.14
"91321","06037920337",7257,34882,20.8
"91321","06037930200",102,34882,0.29
"91324","06037111204",1039,27669,3.76
"91324","06037111205",2129,27669,7.69
"91324","06037111206",68,27669,0.25
"91324","06037113301",2016,27669,7.29
"91324","06037113303",3,27669,0.01
"91324","06037113322",311,27669,1.12
"91324","06037113401",3130,27669,11.31
"91324","06037115201",4890,27669,17.67
"91324","06037115202",2398,27669,8.67
"91324","06037115301",4156,27669,15.02
"91324","06037115302",4351,27669,15.73
"91324","06037115404",2913,27669,10.53
"91324","06037131600",265,27669,0.96
"91325","06037111205",1246,32417,3.84
"91325","06037111301",0,32417,0
"91325","06037111302",4786,32417,14.76
"91325","06037115101",5046,32417,15.57
"91325","06037115103",74,32417,0.23
"91325","06037115104",4444,32417,13.71
"91325","06037115201",1547,32417,4.77
"91325","06037115202",2430,32417,7.5
"91325","06037115401",5776,32417,17.82
"91325","06037115403",3188,32417,9.83
"91325","06037131100",242,32417,0.75
"91325","06037131200",3429,32417,10.58
"91325","06037131300",209,32417,0.64
"91325","06037131400",0,32417,0
"91326","06037108101",2230,33708,6.62
"91326","06037108102",3430,33708,10.18
"91326","06037108103",3256,33708,9.66
"91326","06037108104",1698,33708,5.04
"91326","06037108201",5551,33708,16.47
"91326","06037108202",4895,33708,14.52
"91326","06037111204",4820,33708,14.3
"91326","06037111206",4386,33708,13.01
"91326","06037111301",2962,33708,8.79
"91326","06037113102",480,33708,1.42
"91330","06037115103",2702,2702,100
"91331","06037104105",5336,103689,5.15
"91331","06037104108",2832,103689,2.73
"91331","06037104201",2574,103689,2.48
"91331","06037104203",5210,103689,5.02
"91331","06037104204",1837,103689,1.77
"91331","06037104310",2683,103689,2.59
"91331","06037104320",5998,103689,5.78
"91331","06037104401",3357,103689,3.24
"91331","06037104403",3282,103689,3.17
"91331","06037104404",3236,103689,3.12
"91331","06037104500",3293,103689,3.18
"91331","06037104610",3672,103689,3.54
"91331","06037104620",3539,103689,3.41
"91331","06037104701",4208,103689,4.06
"91331","06037104703",2395,103689,2.31
"91331","06037104704",4219,103689,4.07
"91331","06037104810",5328,103689,5.14
"91331","06037104821",3514,103689,3.39
"91331","06037104822",2277,103689,2.2
"91331","06037119001",4038,103689,3.89
"91331","06037119002",7210,103689,6.95
"91331","06037119201",4137,103689,3.99
"91331","06037119202",4707,103689,4.54
"91331","06037119310",192,103689,0.19
"91331","06037119341",399,103689,0.38
"91331","06037119400",4987,103689,4.81
"91331","06037119700",1642,103689,1.58
"91331","06037119800",6108,103689,5.89
"91331","06037119900",339,103689,0.33
"91331","06037120105",91,103689,0.09
"91331","06037121210",1049,103689,1.01
"91331","06037122000",0,103689,0
"91331","06037980021",0,103689,0
"91335","06037131010",6409,74363,8.62
"91335","06037131020",5698,74363,7.66
"91335","06037131300",4693,74363,6.31
"91335","06037131400",5897,74363,7.93
"91335","06037131600",5229,74363,7.03
"91335","06037131701",4541,74363,6.11
"91335","06037131702",3751,74363,5.04
"91335","06037131800",5341,74363,7.18
"91335","06037132300",6494,74363,8.73
"91335","06037132501",3763,74363,5.06
"91335","06037132502",3672,74363,4.94
"91335","06037132700",4643,74363,6.24
"91335","06037132900",2252,74363,3.03
"91335","06037133000",4449,74363,5.98
"91335","06037133100",5446,74363,7.32
"91335","06037134901",2085,74363,2.8
"91340","06037104201",2206,34188,6.45
"91340","06037104310",2238,34188,6.55
"91340","06037106114",2310,34188,6.76
"91340","06037106649",33,34188,0.1
"91340","06037109500",4303,34188,12.59
"91340","06037320100",7144,34188,20.9
"91340","06037320201",3756,34188,10.99
"91340","06037320202",5797,34188,16.96
"91340","06037320300",6401,34188,18.72
"91342","06037103200",1930,91725,2.1
"91342","06037104103",4085,91725,4.45
"91342","06037104105",76,91725,0.08
"91342","06037104108",2424,91725,2.64
"91342","06037104124",4175,91725,4.55
"91342","06037104201",0,91725,0
"91342","06037104204",1538,91725,1.68
"91342","06037106010",3152,91725,3.44
"91342","06037106020",5557,91725,6.06
"91342","06037106111",4334,91725,4.72
"91342","06037106112",5969,91725,6.51
"91342","06037106113",3493,91725,3.81
"91342","06037106114",3570,91725,3.89
"91342","06037106403",3825,91725,4.17
"91342","06037106405",3966,91725,4.32
"91342","06037106406",4962,91725,5.41
"91342","06037106407",2933,91725,3.2
"91342","06037106408",3463,91725,3.78
"91342","06037106510",5108,91725,5.57
"91342","06037106520",5837,91725,6.36
"91342","06037106603",17,91725,0.02
"91342","06037106604",5020,91725,5.47
"91342","06037106648",3890,91725,4.24
"91342","06037106649",2820,91725,3.07
"91342","06037107010",3247,91725,3.54
"91342","06037107020",5404,91725,5.89
"91342","06037320300",547,91725,0.6
"91342","06037930200",373,91725,0.41
"91342","06037980021",10,91725,0.01
"91342","06037980022",0,91725,0
"91343","06037109800",4431,60254,7.35
"91343","06037111400",1425,60254,2.36
"91343","06037117101",4796,60254,7.96
"91343","06037117102",2631,60254,4.37
"91343","06037117201",4315,60254,7.16
"91343","06037117202",2471,60254,4.1
"91343","06037117301",3851,60254,6.39
"91343","06037117302",4914,60254,8.16
"91343","06037117303",3512,60254,5.83
"91343","06037117404",4279,60254,7.1
"91343","06037117405",3442,60254,5.71
"91343","06037117407",3636,60254,6.03
"91343","06037117408",2830,60254,4.7
"91343","06037117510",4028,60254,6.69
"91343","06037117520",4052,60254,6.72
"91343","06037117530",5641,60254,9.36
"91343","06037980008",0,60254,0
"91344","06037106603",2962,51747,5.72
"91344","06037106641",2317,51747,4.48
"91344","06037106642",3236,51747,6.25
"91344","06037106643",4320,51747,8.35
"91344","06037106645",3389,51747,6.55
"91344","06037106646",3237,51747,6.26
"91344","06037109200",2669,51747,5.16
"91344","06037109300",3085,51747,5.96
"91344","06037109700",4493,51747,8.68
"91344","06037109800",134,51747,0.26
"91344","06037111100",2982,51747,5.76
"91344","06037111201",3410,51747,6.59
"91344","06037111202",5213,51747,10.07
"91344","06037111206",36,51747,0.07
"91344","06037111301",4125,51747,7.97
"91344","06037111400",6135,51747,11.86
"91344","06037980022",4,51747,0.01
"91345","06037109100",2492,18496,13.47
"91345","06037109400",3720,18496,20.11
"91345","06037109601",5020,18496,27.14
"91345","06037109603",4252,18496,22.99
"91345","06037109604",2975,18496,16.08
"91345","06037117201",37,18496,0.2
"91350","06037920013",4043,33348,12.12
"91350","06037920016",187,33348,0.56
"91350","06037920017",4342,33348,13.02
"91350","06037920018",2277,33348,6.83
"91350","06037920020",4131,33348,12.39
"91350","06037920028",3792,33348,11.37
"91350","06037920030",5,33348,0.01
"91350","06037920031",767,33348,2.3
"91350","06037920032",2877,33348,8.63
"91350","06037920044",2686,33348,8.05
"91350","06037920045",4622,33348,13.86
"91350","06037920111",0,33348,0
"91350","06037920112",269,33348,0.81
"91350","06037920115",441,33348,1.32
"91350","06037920314",2909,33348,8.72
"91351","06037910807",42,32362,0.13
"91351","06037920013",263,32362,0.81
"91351","06037920023",2598,32362,8.03
"91351","06037920028",1892,32362,5.85
"91351","06037920029",3574,32362,11.04
"91351","06037920030",5813,32362,17.96
"91351","06037920031",1525,32362,4.71
"91351","06037920033",515,32362,1.59
"91351","06037920034",3628,32362,11.21
"91351","06037920035",7720,32362,23.86
"91351","06037920036",3419,32362,10.56
"91351","06037920037",875,32362,2.7
"91351","06037920038",174,32362,0.54
"91351","06037920042",324,32362,1
"91352","06037102103",1740,47807,3.64
"91352","06037102104",976,47807,2.04
"91352","06037102105",911,47807,1.91
"91352","06037102107",2955,47807,6.18
"91352","06037103300",156,47807,0.33
"91352","06037104703",2,47807,0
"91352","06037104810",0,47807,0
"91352","06037121010",2008,47807,4.2
"91352","06037121101",2932,47807,6.13
"91352","06037121102",2721,47807,5.69
"91352","06037121210",2073,47807,4.34
"91352","06037121221",2365,47807,4.95
"91352","06037121222",5293,47807,11.07
"91352","06037121802",744,47807,1.56
"91352","06037121900",207,47807,0.43
"91352","06037122000",602,47807,1.26
"91352","06037122120",5000,47807,10.46
"91352","06037122121",2833,47807,5.93
"91352","06037122122",2439,47807,5.1
"91352","06037122200",4132,47807,8.64
"91352","06037123010",4286,47807,8.97
"91352","06037123020",3432,47807,7.18
"91354","06037920102",603,28722,2.1
"91354","06037920107",3940,28722,13.72
"91354","06037920108",1931,28722,6.72
"91354","06037920109",4493,28722,15.64
"91354","06037920110",5010,28722,17.44
"91354","06037920111",3246,28722,11.3
"91354","06037920112",4018,28722,13.99
"91354","06037920114",3332,28722,11.6
"91354","06037920115",2149,28722,7.48
"91355","06037920106",13,32605,0.04
"91355","06037920107",14,32605,0.04
"91355","06037920108",1508,32605,4.63
"91355","06037920114",3158,32605,9.69
"91355","06037920115",1559,32605,4.78
"91355","06037920118",0,32605,0
"91355","06037920322",2895,32605,8.88
"91355","06037920328",1990,32605,6.1
"91355","06037920329",5460,32605,16.75
"91355","06037920330",4983,32605,15.28
"91355","06037920331",4075,32605,12.5
"91355","06037920334",6123,32605,18.78
"91355","06037920336",698,32605,2.14
"91355","06037920339",129,32605,0.4
"91356","06037139200",1919,29458,6.51
"91356","06037139301",3287,29458,11.16
"91356","06037139302",4422,29458,15.01
"91356","06037139303",4186,29458,14.21
"91356","06037139401",2645,29458,8.98
"91356","06037139402",2721,29458,9.24
"91356","06037139502",1842,29458,6.25
"91356","06037139703",1032,29458,3.5
"91356","06037139801",3539,29458,12.01
"91356","06037139802",3865,29458,13.12
"91361","06037800325",3407,20438,16.67
"91361","06037800326",3733,20438,18.26
"91362","06037800324",449,36045,1.25
"91362","06037800331",766,36045,2.13
"91364","06037137201",527,25851,2.04
"91364","06037137401",4011,25851,15.52
"91364","06037137402",5364,25851,20.75
"91364","06037137501",4124,25851,15.95
"91364","06037137502",4202,25851,16.25
"91364","06037137504",1939,25851,7.5
"91364","06037138000",4484,25851,17.35
"91364","06037139402",130,25851,0.5
"91364","06037800101",360,25851,1.39
"91364","06037800102",383,25851,1.48
"91364","06037930401",327,25851,1.26
"91367","06037134901",984,39499,2.49
"91367","06037134905",2818,39499,7.13
"91367","06037135102",1075,39499,2.72
"91367","06037135113",2795,39499,7.08
"91367","06037135114",4445,39499,11.25
"91367","06037135201",769,39499,1.95
"91367","06037135202",1276,39499,3.23
"91367","06037135203",1385,39499,3.51
"91367","06037137103",4199,39499,10.63
"91367","06037137104",2717,39499,6.88
"91367","06037137201",4743,39499,12.01
"91367","06037137301",2264,39499,5.73
"91367","06037137302",4338,39499,10.98
"91367","06037137401",146,39499,0.37
"91367","06037139301",1175,39499,2.97
"91367","06037800204",2226,39499,5.64
"91367","06037930401",2144,39499,5.43
"91371","06037134905",1,1,100
"91381","06037920326",6823,20158,33.85
"91381","06037920330",366,20158,1.82
"91381","06037920338",5721,20158,28.38
"91381","06037920339",7248,20158,35.96
"91384","06037920102",3846,29855,12.88
"91384","06037920104",2798,29855,9.37
"91384","06037920106",3097,29855,10.37
"91384","06037920116",5181,29855,17.35
"91384","06037920118",6117,29855,20.49
"91384","06037920119",1896,29855,6.35
"91384","06037920200",6920,29855,23.18
"91387","06037910807",5402,40328,13.4
"91387","06037910808",3343,40328,8.29
"91387","06037910809",2235,40328,5.54
"91387","06037910810",2510,40328,6.22
"91387","06037910811",84,40328,0.21
"91387","06037920037",6256,40328,15.51
"91387","06037920038",4256,40328,10.55
"91387","06037920039",1896,40328,4.7
"91387","06037920040",3352,40328,8.31
"91387","06037920041",2871,40328,7.12
"91387","06037920042",2512,40328,6.23
"91387","06037920043",5566,40328,13.8
"91387","06037930200",45,40328,0.11
"91390","06037910805",142,19786,0.72
"91390","06037910807",45,19786,0.23
"91390","06037910808",194,19786,0.98
"91390","06037910810",255,19786,1.29
"91390","06037910811",10,19786,0.05
"91390","06037910813",3444,19786,17.41
"91390","06037920011",273,19786,1.38
"91390","06037920012",1008,19786,5.09
"91390","06037920015",6353,19786,32.11
"91390","06037920016",4717,19786,23.84
"91390","06037920020",2823,19786,14.27
"91390","06037920026",419,19786,2.12
"91390","06037920032",20,19786,0.1
"91390","06037920102",83,19786,0.42
"91401","06037123510",1531,39285,3.9
"91401","06037123520",2567,39285,6.53
"91401","06037123601",3814,39285,9.71
"91401","06037123602",3332,39285,8.48
"91401","06037124500",2779,39285,7.07
"91401","06037124600",755,39285,1.92
"91401","06037124700",964,39285,2.45
"91401","06037128101",2405,39285,6.12
"91401","06037128102",2241,39285,5.7
"91401","06037128210",4822,39285,12.27
"91401","06037128220",3011,39285,7.66
"91401","06037128303",46,39285,0.12
"91401","06037128500",3638,39285,9.26
"91401","06037128601",4288,39285,10.92
"91401","06037128602",3092,39285,7.87
"91402","06037119310",3679,69817,5.27
"91402","06037119320",4694,69817,6.72
"91402","06037119340",3884,69817,5.56
"91402","06037119341",2320,69817,3.32
"91402","06037119342",3180,69817,4.55
"91402","06037119700",3403,69817,4.87
"91402","06037119900",4601,69817,6.59
"91402","06037120010",2844,69817,4.07
"91402","06037120020",4057,69817,5.81
"91402","06037120030",2675,69817,3.83
"91402","06037120103",3287,69817,4.71
"91402","06037120104",2310,69817,3.31
"91402","06037120105",2721,69817,3.9
"91402","06037120106",4417,69817,6.33
"91402","06037120107",3818,69817,5.47
"91402","06037120108",4838,69817,6.93
"91402","06037120300",5531,69817,7.92
"91402","06037120400",6272,69817,8.98
"91402","06037127520",1286,69817,1.84
"91403","06037128702",20,23484,0.09
"91403","06037128801",809,23484,3.44
"91403","06037128802",505,23484,2.15
"91403","06037128910",4083,23484,17.39
"91403","06037141201",0,23484,0
"91403","06037141302",5504,23484,23.44
"91403","06037141303",3089,23484,13.15
"91403","06037141304",2738,23484,11.66
"91403","06037141400",1380,23484,5.88
"91403","06037141500",1440,23484,6.13
"91403","06037141600",3916,23484,16.68
"91405","06037123510",3222,51145,6.3
"91405","06037127102",4726,51145,9.24
"91405","06037127103",2939,51145,5.75
"91405","06037127104",3573,51145,6.99
"91405","06037127210",5531,51145,10.81
"91405","06037127220",4931,51145,9.64
"91405","06037127300",1459,51145,2.85
"91405","06037127712",1335,51145,2.61
"91405","06037127803",4037,51145,7.89
"91405","06037127804",3933,51145,7.69
"91405","06037127805",2550,51145,4.99
"91405","06037127806",153,51145,0.3
"91405","06037127910",4769,51145,9.32
"91405","06037127920",4100,51145,8.02
"91405","06037128101",1333,51145,2.61
"91405","06037128102",2554,51145,4.99
"91406","06037127300",3001,51558,5.82
"91406","06037127400",5818,51558,11.28
"91406","06037127520",2759,51558,5.35
"91406","06037127603",2938,51558,5.7
"91406","06037127604",2939,51558,5.7
"91406","06037127605",3549,51558,6.88
"91406","06037127606",3164,51558,6.14
"91406","06037127711",2296,51558,4.45
"91406","06037127712",1656,51558,3.21
"91406","06037131100",3010,51558,5.84
"91406","06037131900",4210,51558,8.17
"91406","06037132001",3202,51558,6.21
"91406","06037132002",3299,51558,6.4
"91406","06037132101",4259,51558,8.26
"91406","06037132102",5310,51558,10.3
"91406","06037980008",145,51558,0.28
"91406","06037980024",3,51558,0.01
"91411","06037127711",1060,24628,4.3
"91411","06037127805",1218,24628,4.95
"91411","06037127806",3294,24628,13.38
"91411","06037128302",4688,24628,19.04
"91411","06037128303",3936,24628,15.98
"91411","06037128400",4114,24628,16.7
"91411","06037128801",2498,24628,10.14
"91411","06037128802",3820,24628,15.51
"91423","06037124600",2368,30991,7.64
"91423","06037124700",3319,30991,10.71
"91423","06037128500",377,30991,1.22
"91423","06037128602",97,30991,0.31
"91423","06037128702",5619,30991,18.13
"91423","06037141101",4066,30991,13.12
"91423","06037141102",2869,30991,9.26
"91423","06037141201",3707,30991,11.96
"91423","06037141202",2800,30991,9.03
"91423","06037141600",50,30991,0.16
"91423","06037141700",3091,30991,9.97
"91423","06037143400",1275,30991,4.11
"91423","06037143500",365,30991,1.18
"91423","06037143902",988,30991,3.19
"91436","06037139701",4716,14372,32.81
"91436","06037139702",4996,14372,34.76
"91436","06037141400",3032,14372,21.1
"91436","06037141500",1542,14372,10.73
"91436","06037980024",86,14372,0.6
"91501","06037310100",1589,20849,7.62
"91501","06037310201",5466,20849,26.22
"91501","06037310202",4985,20849,23.91
"91501","06037310300",97,20849,0.47
"91501","06037310602",188,20849,0.9
"91501","06037310701",1823,20849,8.74
"91501","06037310702",4006,20849,19.21
"91501","06037310703",2695,20849,12.93
"91502","06037310602",117,11371,1.03
"91502","06037310701",538,11371,4.73
"91502","06037310702",3098,11371,27.24
"91502","06037310703",2419,11371,21.27
"91502","06037310800",29,11371,0.26
"91502","06037310900",0,11371,0
"91502","06037311801",1757,11371,15.45
"91502","06037311802",3413,11371,30.01
"91504","06037102104",2672,24939,10.71
"91504","06037102105",467,24939,1.87
"91504","06037310100",4260,24939,17.08
"91504","06037310300",2890,24939,11.59
"91504","06037310400",3379,24939,13.55
"91504","06037310501",3205,24939,12.85
"91504","06037310601",5716,24939,22.92
"91504","06037310602",2350,24939,9.42
"91505","06037102105",353,30778,1.15
"91505","06037122200",9,30778,0.03
"91505","06037310800",92,30778,0.3
"91505","06037310900",340,30778,1.1
"91505","06037311000",3755,30778,12.2
"91505","06037311100",3897,30778,12.66
"91505","06037311200",3138,30778,10.2
"91505","06037311300",3811,30778,12.38
"91505","06037311400",2274,30778,7.39
"91505","06037311500",5633,30778,18.3
"91505","06037311600",7249,30778,23.55
"91505","06037311700",227,30778,0.74
"91505","06037980001",0,30778,0
"91506","06037310800",4788,18904,25.33
"91506","06037310900",6530,18904,34.54
"91506","06037311700",5910,18904,31.26
"91506","06037311801",1276,18904,6.75
"91506","06037311802",400,18904,2.12
"91601","06037123902",569,37180,1.53
"91601","06037124102",3549,37180,9.55
"91601","06037124203",2651,37180,7.13
"91601","06037124204",3071,37180,8.26
"91601","06037124300",3544,37180,9.53
"91601","06037125100",331,37180,0.89
"91601","06037125200",2954,37180,7.95
"91601","06037125310",4750,37180,12.78
"91601","06037125320",4843,37180,13.03
"91601","06037125401",4024,37180,10.82
"91601","06037125402",1978,37180,5.32
"91601","06037125501",3077,37180,8.28
"91601","06037125502",476,37180,1.28
"91601","06037125600",1363,37180,3.67
"91602","06037125200",570,17473,3.26
"91602","06037125402",1566,17473,8.96
"91602","06037125502",2607,17473,14.92
"91602","06037125600",1294,17473,7.41
"91602","06037143100",3984,17473,22.8
"91602","06037143200",3606,17473,20.64
"91602","06037143300",2094,17473,11.98
"91602","06037143603",1752,17473,10.03
"91604","06037143200",137,29034,0.47
"91604","06037143300",1352,29034,4.66
"91604","06037143400",4068,29034,14.01
"91604","06037143500",4343,29034,14.96
"91604","06037143602",4260,29034,14.67
"91604","06037143603",470,29034,1.62
"91604","06037143604",3205,29034,11.04
"91604","06037143700",511,29034,1.76
"91604","06037143800",4850,29034,16.7
"91604","06037143901",3908,29034,13.46
"91604","06037143902",1930,29034,6.65
"91605","06037121010",2981,56343,5.29
"91605","06037121020",3741,56343,6.64
"91605","06037121600",3005,56343,5.33
"91605","06037121801",3942,56343,7
"91605","06037121802",2781,56343,4.94
"91605","06037121900",3903,56343,6.93
"91605","06037122000",4844,56343,8.6
"91605","06037122410",3794,56343,6.73
"91605","06037122420",5050,56343,8.96
"91605","06037123010",294,56343,0.52
"91605","06037123103",1,56343,0
"91605","06037123203",2829,56343,5.02
"91605","06037123204",2962,56343,5.26
"91605","06037123205",2,56343,0
"91605","06037123206",22,56343,0.04
"91605","06037123301",3926,56343,6.97
"91605","06037123303",2450,56343,4.35
"91605","06037123304",2327,56343,4.13
"91605","06037123410",4247,56343,7.54
"91605","06037123420",3242,56343,5.75
"91606","06037123103",4164,44958,9.26
"91606","06037123104",4596,44958,10.22
"91606","06037123203",936,44958,2.08
"91606","06037123204",487,44958,1.08
"91606","06037123205",2643,44958,5.88
"91606","06037123206",2923,44958,6.5
"91606","06037123301",633,44958,1.41
"91606","06037123303",851,44958,1.89
"91606","06037123304",2360,44958,5.25
"91606","06037123420",1396,44958,3.11
"91606","06037123601",1181,44958,2.63
"91606","06037123700",4114,44958,9.15
"91606","06037123800",2641,44958,5.87
"91606","06037123901",4500,44958,10.01
"91606","06037123902",0,44958,0
"91606","06037124103",2030,44958,4.52
"91606","06037124104",2439,44958,5.43
"91606","06037124105",2658,44958,5.91
"91606","06037124201",3506,44958,7.8
"91606","06037124203",97,44958,0.22
"91606","06037124300",502,44958,1.12
"91606","06037124400",301,44958,0.67
"91607","06037123800",2890,27927,10.35
"91607","06037123902",1992,27927,7.13
"91607","06037124000",4550,27927,16.29
"91607","06037124400",3891,27927,13.93
"91607","06037124700",513,27927,1.84
"91607","06037124902",2766,27927,9.9
"91607","06037124903",3262,27927,11.68
"91607","06037125100",5100,27927,18.26
"91607","06037143300",2425,27927,8.68
"91607","06037143400",538,27927,1.93
"91608","06037143700",0,0,0
"91608","06037320000",0,0,0
"91702","06037400602",4719,59705,7.9
"91702","06037400603",5244,59705,8.78
"91702","06037400604",2980,59705,4.99
"91702","06037400800",2998,59705,5.02
"91702","06037404000",2065,59705,3.46
"91702","06037404100",6445,59705,10.79
"91702","06037404201",3711,59705,6.22
"91702","06037404202",3366,59705,5.64
"91702","06037404301",5665,59705,9.49
"91702","06037404302",2498,59705,4.18
"91702","06037404401",3979,59705,6.66
"91702","06037404402",5107,59705,8.55
"91702","06037404501",2355,59705,3.94
"91702","06037404503",2977,59705,4.99
"91702","06037404504",5266,59705,8.82
"91702","06037404600",0,59705,0
"91702","06037930301",330,59705,0.55
"91706","06037404600",1162,76571,1.52
"91706","06037404701",5873,76571,7.67
"91706","06037404702",5882,76571,7.68
"91706","06037404703",3178,76571,4.15
"91706","06037404801",7305,76571,9.54
"91706","06037404802",4335,76571,5.66
"91706","06037404803",1741,76571,2.27
"91706","06037404901",5658,76571,7.39
"91706","06037404902",3973,76571,5.19
"91706","06037404903",2905,76571,3.79
"91706","06037405001",6170,76571,8.06
"91706","06037405002",3197,76571,4.18
"91706","06037405101",5304,76571,6.93
"91706","06037405102",5069,76571,6.62
"91706","06037405201",5205,76571,6.8
"91706","06037405202",5227,76571,6.83
"91706","06037405203",3484,76571,4.55
"91706","06037405301",32,76571,0.04
"91706","06037406901",322,76571,0.42
"91706","06037407001",549,76571,0.72
"91711","06037400204",77,35705,0.22
"91711","06037400205",2976,35705,8.33
"91711","06037400206",5328,35705,14.92
"91711","06037401701",2421,35705,6.78
"91711","06037401704",211,35705,0.59
"91711","06037401800",7378,35705,20.66
"91711","06037401901",4610,35705,12.91
"91711","06037401902",5711,35705,15.99
"91711","06037402001",3080,35705,8.63
"91711","06037402002",3913,35705,10.96
"91722","06037403721",2084,34409,6.06
"91722","06037403801",1289,34409,3.75
"91722","06037404000",2385,34409,6.93
"91722","06037405301",286,34409,0.83
"91722","06037405400",4645,34409,13.5
"91722","06037405500",536,34409,1.56
"91722","06037405600",34,34409,0.1
"91722","06037405701",3853,34409,11.2
"91722","06037405702",4734,34409,13.76
"91722","06037405800",5881,34409,17.09
"91722","06037405900",4049,34409,11.77
"91722","06037406000",4589,34409,13.34
"91722","06037406101",44,34409,0.13
"91723","06037403600",2361,18275,12.92
"91723","06037403721",1630,18275,8.92
"91723","06037403722",3131,18275,17.13
"91723","06037406000",470,18275,2.57
"91723","06037406101",3095,18275,16.94
"91723","06037406102",5828,18275,31.89
"91723","06037406200",1760,18275,9.63
"91724","06037401303",29,26184,0.11
"91724","06037401304",356,26184,1.36
"91724","06037403500",1199,26184,4.58
"91724","06037403600",3351,26184,12.8
"91724","06037403702",3794,26184,14.49
"91724","06037403703",3309,26184,12.64
"91724","06037403721",1284,26184,4.9
"91724","06037403722",2603,26184,9.94
"91724","06037403801",4923,26184,18.8
"91724","06037403802",5201,26184,19.86
"91724","06037406300",135,26184,0.52
"91731","06037431501",470,29591,1.59
"91731","06037432102",0,29591,0
"91731","06037432300",3951,29591,13.35
"91731","06037432401",2031,29591,6.86
"91731","06037432402",3982,29591,13.46
"91731","06037432700",5261,29591,17.78
"91731","06037432801",2568,29591,8.68
"91731","06037432802",5821,29591,19.67
"91731","06037432902",87,29591,0.29
"91731","06037433101",2,29591,0.01
"91731","06037433200",4334,29591,14.65
"91731","06037433304",1084,29591,3.66
"91732","06037431502",135,61386,0.22
"91732","06037432401",1758,61386,2.86
"91732","06037432402",2328,61386,3.79
"91732","06037432500",8194,61386,13.35
"91732","06037432601",6564,61386,10.69
"91732","06037432602",4554,61386,7.42
"91732","06037432700",1,61386,0
"91732","06037433302",1595,61386,2.6
"91732","06037433304",3642,61386,5.93
"91732","06037433305",4893,61386,7.97
"91732","06037433306",3333,61386,5.43
"91732","06037433307",3421,61386,5.57
"91732","06037433403",4346,61386,7.08
"91732","06037433901",5593,61386,9.11
"91732","06037433902",3065,61386,4.99
"91732","06037434001",4395,61386,7.16
"91732","06037434003",3569,61386,5.81
"91733","06037433101",2279,43896,5.19
"91733","06037433102",5085,43896,11.58
"91733","06037433200",1829,43896,4.17
"91733","06037433401",3371,43896,7.68
"91733","06037433402",4776,43896,10.88
"91733","06037433403",329,43896,0.75
"91733","06037433501",1954,43896,4.45
"91733","06037433503",3108,43896,7.08
"91733","06037433504",4679,43896,10.66
"91733","06037433602",0,43896,0
"91733","06037433700",3294,43896,7.5
"91733","06037433801",6197,43896,14.12
"91733","06037433802",2780,43896,6.33
"91733","06037433902",715,43896,1.63
"91733","06037434003",704,43896,1.6
"91733","06037434004",2796,43896,6.37
"91740","06037400402",20,25356,0.08
"91740","06037400900",950,25356,3.75
"91740","06037401101",3516,25356,13.87
"91740","06037401102",1326,25356,5.23
"91740","06037401201",3110,25356,12.27
"91740","06037401202",2980,25356,11.75
"91740","06037401203",5216,25356,20.57
"91740","06037401311",237,25356,0.93
"91740","06037403801",0,25356,0
"91740","06037403802",61,25356,0.24
"91740","06037403901",3110,25356,12.27
"91740","06037403902",4806,25356,18.95
"91740","06037404000",24,25356,0.09
"91741","06037400402",4105,25824,15.9
"91741","06037400404",4453,25824,17.24
"91741","06037400501",2126,25824,8.23
"91741","06037400800",969,25824,3.75
"91741","06037400900",3136,25824,12.14
"91741","06037401001",3140,25824,12.16
"91741","06037401002",3973,25824,15.38
"91741","06037401101",2147,25824,8.31
"91741","06037401102",1775,25824,6.87
"91744","06037406601",230,85040,0.27
"91744","06037406602",1090,85040,1.28
"91744","06037406902",47,85040,0.06
"91744","06037407101",2064,85040,2.43
"91744","06037407102",2834,85040,3.33
"91744","06037407200",7315,85040,8.6
"91744","06037407301",4828,85040,5.68
"91744","06037407302",3501,85040,4.12
"91744","06037407501",4411,85040,5.19
"91744","06037407502",3937,85040,4.63
"91744","06037407601",4366,85040,5.13
"91744","06037407602",4008,85040,4.71
"91744","06037407701",5401,85040,6.35
"91744","06037407702",6497,85040,7.64
"91744","06037407801",5074,85040,5.97
"91744","06037407802",3635,85040,4.27
"91744","06037407900",4288,85040,5.04
"91744","06037408003",2450,85040,2.88
"91744","06037408138",5936,85040,6.98
"91744","06037408139",4482,85040,5.27
"91744","06037408140",3835,85040,4.51
"91744","06037408141",4628,85040,5.44
"91744","06037408202",20,85040,0.02
"91744","06037408211",163,85040,0.19
"91745","06037408202",9,54013,0.02
"91745","06037408401",4289,54013,7.94
