"GEOID","population","asthma","ami","poverty","pm25","ozone","child_10","elderly_65"
"06037543801",5159,65.92,17.98,22.5,12.06694765,0.04050375,13.28,18.03
"06037192620",3542,56.78,14.58,60.9,12.10279177,0.04791979,13.78,7.45
"06037231710",4165,100.68,20.14,84.7,11.97864156,0.04490202,18.08,6.31
"06037533401",5098,48.68,16.83,43.7,12.11512207,0.04716458,12.71,10.46
"06037433302",1530,73.28,15.5,58.9,12.09259994,0.05679963,13.53,13.86
"06037228500",4869,69.72,22.77,57.1,12.0257337,0.04539285,17.38,6.51
"06037238310",5002,83.72,17.56,68.9,12.12072526,0.0438112,17.49,6.34
"06037104310",4962,63.82,10.29,41.1,11.20136625,0.06718273,18.46,8.93
"06037572600",5357,79.55,21.11,45.9,11.68049659,0.03975537,10.3,13.5
"06037570100",3192,90.76,19.26,34.7,11.95400971,0.04259906,11.28,12.91
"06037120103",3452,93.94,20.82,77.9,11.6143557,0.06464682,22.28,5.3
"06037204300",5445,57.54,12.67,62.3,12.41369527,0.04863521,15.54,12.42
"06037575803",3229,112.45,24.38,62,11.70661336,0.03975537,14.37,24.62
"06037123103",3808,58.3,16.6,43.8,11.47988762,0.06133785,7.85,11.58
"06037530602",1769,41.16,11.82,47.3,11.94428097,0.05022962,16.96,10.85
"06037106604",5068,63.98,13.45,43.8,11.03732681,0.06718273,14.5,17.42
"06037541400",7989,121.95,21.24,48.8,12.09745122,0.04320513,20.8,6.51
"06037601700",5126,52.43,14,58.2,11.96153339,0.04259906,14.01,4.72
"06037117520",4168,86.23,15.46,73.3,11.77397672,0.06464682,18.83,3.41
"06037544001",4574,79.55,21.11,30.1,12.13159077,0.04125212,12.05,10.14
"06037123205",2492,72.66,20.57,45,11.5211534,0.06133785,9.79,7.3
"06037185310",3131,65.4,11.07,37.8,12.45587973,0.05067132,13.99,12.49
"06037502902",4168,45.04,17.53,50.9,11.92528582,0.0482775,13.2,11.8
"06037195710",4487,55.72,14.06,59.3,12.21911535,0.04863521,9.81,9.52
"06037602103",6650,64.23,16.51,62.2,11.98467943,0.04259906,14.51,9.22
"06037209103",3679,51.01,8.75,83.9,12.35408718,0.04756207,20.28,5.95
"06037500402",4856,57.49,20.15,37.7,11.97618142,0.05116215,12.54,10.01
"06037185203",3566,65.4,11.07,46.6,12.22285779,0.05116215,14.39,8.55
"06037535501",3898,50.79,17.83,63.4,12.07030248,0.04490202,18.96,9.54
"06037543905",4636,62.08,17.08,43.7,11.96592116,0.03975537,16.13,8.93
"06037407200",6910,73.09,18.24,36.1,12.1482157,0.05530288,12.53,12.33
"06037543305",3776,76.74,13.78,23.8,12.33969717,0.04192559,11.71,15.55
"06037531503",2753,49.86,12.16,56.1,12.05688492,0.04939042,21.5,5.3
"06037301602",4446,31.08,12.16,24.5,11.81591191,0.05605125,10.8,11.58
"06037543400",3731,89.55,15.95,27.9,12.09359584,0.04125212,8.95,19.65
"06037186301",2906,58.09,10.54,50.2,11.80898265,0.05219839,12.63,9.05
"06037207302",4806,83.09,8.6,39.2,12.52185449,0.04756207,1.87,6.58
"06037218900",6149,89.86,18.08,55.6,12.00024046,0.04588368,9.38,7.17
"06037234901",3321,147.61,17,76.2,11.92854691,0.0438112,18.4,7.74
"06037552400",2423,54.67,21.09,35.5,11.96438049,0.04676708,14.73,10.57
"06037404701",5665,66.81,14.77,34.7,11.98060897,0.05763123,12,12.48
"06037540300",4728,50.14,14.35,42.5,12.06700264,0.04435661,15.67,8.86
"06037294421",2891,60.42,12.46,58.7,11.89042569,0.03975537,14.42,11.03
"06037533702",3543,53.23,20.65,54.4,12.0576015,0.04676708,15.69,6.49
"06037127920",4716,85.01,16.83,46.7,11.63653858,0.06236471,15.78,8.46
"06037533805",3485,54.25,23.93,44,12.02269432,0.04676708,11.08,12.2
"06037204410",2575,81.34,16.99,54.6,12.63753163,0.04863521,10.83,13.51
"06037209104",2560,79.97,12.37,66.8,12.35408718,0.04756207,14.8,5.82
"06037532606",4405,60.74,24.24,58.2,12.10088367,0.04588368,15.6,12.44
"06037240401",6379,81.21,17.28,54.9,12.08962673,0.04320513,17.2,4.86
"06037231600",7420,92.24,17.69,54,11.97864156,0.04490202,11.89,11.63
"06037535607",4946,44,14.89,52.9,12.07341395,0.04435661,13.38,10.53
"06037239502",4016,85.22,24.98,59.8,12.11505815,0.04435661,14.57,5.48
"06037541300",5512,131.07,22.67,45.2,12.1101526,0.04320513,18.41,11.97
"06037433402",4713,47.03,11.44,53.6,12.00572463,0.05605125,14.05,11.16
"06037533601",4762,48.65,21.32,60.4,12.05058662,0.04632538,16.32,8.02
"06037119002",7976,81.71,13.36,25.4,11.48523973,0.06591477,12.26,12.42
"06037218702",2056,78.24,14.73,46.9,11.98834506,0.04588368,11.62,13.91
"06037224020",2733,44.36,11.99,66.8,12.16525921,0.04632538,14.16,2.78
"06037600303",3883,125.58,24.53,66.9,12.08622848,0.04259906,15.35,8.63
"06037533105",2510,60.74,24.24,69.8,12.10088367,0.04588368,11.47,5.98
"06037542104",3473,95.67,24.68,44.7,12.09532702,0.0438112,16.38,6.25
"06037229200",5072,69.72,22.77,57.2,12.10765122,0.04539285,16.27,7.93
"06037502302",2970,50.6,18.83,47.5,12.08570107,0.04939042,12.32,9.46
"06037237600",4101,92.68,19.61,69.4,11.97286678,0.04435661,18.07,10.68
"06037231900",6162,53.06,12.42,64,11.99843255,0.04490202,16.36,7.06
"06037120106",4763,93.94,20.82,67,11.86110213,0.06464682,16.46,5.82
"06037600100",7410,125.58,24.53,60.1,12.09365159,0.0438112,16.32,8.1
"06037228710",3982,69.72,22.77,74.6,12.10765122,0.04588368,18.13,7.06
"06037234902",4088,126.52,15.01,66.5,11.92854691,0.0438112,12.7,13.94
"06037134522",4167,86.35,18.41,57.5,11.32227028,0.060311,15.48,7.13
"06037209820",3073,47.09,9.08,66.3,12.18410918,0.04676708,23.2,4.72
"06037120104",2228,93.94,20.82,58.6,11.67964041,0.06464682,12.16,8.44
"06037209520",2797,45.26,9.37,73.1,12.23163332,0.04676708,17.91,7.87
"06037104500",3025,81.71,13.36,47.5,11.40197774,0.06718273,12.66,12
"06037502700",6919,55.19,20.43,18.6,12.06509568,0.0486551,9.11,12.98
"06037121010",4934,60.88,14.88,32.5,11.45562342,0.06464682,10.48,15.02
"06037228600",5301,69.72,22.77,66,12.05265861,0.04539285,15,4.96
"06037541002",3318,64.79,12.26,34.1,12.07388982,0.04192559,11.87,15.31
"06037123203",4094,59.39,16.35,62.6,11.5211534,0.06133785,15.34,5.13
"06037533501",3051,38.7,15.41,54.8,12.10196267,0.04676708,10.62,7.05
"06037208720",4319,74.85,19.42,66.4,12.20870236,0.04756207,12.11,6.32
"06037408202",2015,44.59,15.69,45.2,12.12906702,0.05470056,11.41,12.95
"06037533201",2788,45.6,13.86,53.6,12.05553415,0.04632538,17.32,9.07
"06037602104",6091,68.78,17.59,40.9,11.92187198,0.04259906,20.42,5.48
"06037433802",3362,65.92,16.69,27.7,11.99699602,0.0534139,10.02,16.45
"06037219700",4507,99.57,16.87,48.8,11.94419228,0.04539285,10.45,10.83
"06037542900",3254,122.52,19.17,59.6,12.13622653,0.04259906,19.24,8.94
"06037120108",4732,82.29,18.02,58.2,11.77397672,0.06464682,17.22,7.97
"06037542105",4781,95.67,24.68,56.8,12.13955642,0.04320513,18.07,8.81
"06037195720",2000,55.72,14.06,40.1,12.21911535,0.04863521,8.9,18.1
"06037534001",5125,49.52,21.54,54.5,12.13853554,0.04716458,13.33,8.82
"06037543903",3740,67.35,18.5,27.6,12.04103289,0.04050375,8.4,19.04
"06037433307",3193,73.28,15.5,47.4,12.00896355,0.05763123,11.56,10.96
"06037407601",4608,73.09,18.24,42.8,12.09913498,0.05530288,11.63,5.27
"06037601402",4793,93.62,18.76,36.3,12.06540746,0.04259906,14.71,10.6
"06037209402",3963,51.7,13.45,79.3,12.23163332,0.04716458,15.62,5.73
"06037405102",5639,66.86,14.78,48,11.87892599,0.05846283,13.26,12.31
"06037408401",4389,46.16,12.41,23.4,12.13187697,0.05462941,6.86,15.08
"06037127604",3157,77.98,19.65,45.2,12.43581973,0.06236471,13.78,14.25
"06037310501",4066,40.62,11.08,36.3,11.52107062,0.06133785,13.58,9.15
"06037404702",5629,66.86,14.78,49.2,11.99923941,0.05763123,13.84,9.79
"06037534804",3736,47.79,18.81,50.2,12.06379023,0.04490202,14.27,9.05
"06037296220",4447,103.61,14.57,61.5,11.70137136,0.03809217,12.08,14.21
"06037541001",1144,48.02,9.82,32.5,12.09778921,0.04192559,13.81,16.52
"06037573002",4086,71.3,14.7,64.4,11.66444496,0.03975537,16.08,2.28
"06037238200",5565,104.81,18.87,33.7,12.07289573,0.0438112,3.88,18.04
"06037199400",4759,51.17,8.37,49.9,12.31141865,0.05070407,9.14,11.22
"06037432300",4350,46.3,10.9,38.7,11.87831142,0.05763123,13.68,13.26
"06037532605",3301,60.74,24.24,65.7,12.14111892,0.04588368,16.48,13.57
"06037190901",4587,45.77,12.22,53.3,12.00979423,0.04939042,11.25,8.31
"06037310703",4793,28.26,9.75,47,11.77741792,0.05763123,11.48,15.31
"06037550300",8421,46.47,18.06,25.1,12.11184692,0.04632538,13.89,9.52
"06037190802",2982,53.48,13.5,49.7,11.90677464,0.04939042,4.49,8.82
"06037543501",7457,67.35,18.5,29.4,11.9802672,0.04050375,9.13,18.57
"06037212304",1832,43.91,13.25,67.6,12.10099038,0.04716458,12.06,10.04
"06037576302",4077,116.42,25.27,54.2,11.70472748,0.03975537,14.08,5.69
"06037208802",3069,74.85,19.42,50.2,12.20870236,0.04756207,12.28,13.46
"06037232200",3487,91.04,17.25,50.5,11.97864156,0.04490202,10.01,9.35
"06037128210",5008,63.43,19.24,71.4,11.73113429,0.06133785,14.4,3.49
"06037241300",2480,88.19,15.93,50.3,12.09974001,0.04259906,15.28,11.94
"06037197700",5332,28.64,9.18,45,12.80327609,0.04863521,10.09,13.78
"06037402405",2875,77.93,15.95,49.9,12.31792977,0.05679963,15.03,12.94
"06037123010",4027,59.96,12.69,59.6,11.5297162,0.06236471,13.51,9.41
"06037127803",4790,109.67,20.85,45,11.77593619,0.06236471,17.72,17.62
"06037228320",3122,69.72,22.77,62.9,12.06807983,0.04539285,16.11,6.5
"06037602004",3709,96.46,23.12,39.4,11.98293327,0.04259906,12.89,10.38
"06037540102",6905,67.87,18.84,39.2,12.03711727,0.04435661,13.83,8.11
"06037502500",4274,60.9,21.31,25.2,12.16873093,0.0482775,8.89,14.67
"06037115302",3957,72.5,19.57,50.7,12.55151073,0.06350576,13.01,10.06
"06037241110",3356,128.21,21.69,56.6,12.09491005,0.04320513,16.92,7.54
"06037291300",3037,54.47,13.84,16.3,12.05569133,0.04125212,8.5,22.62
"06037294302",4382,75.21,21.26,42,11.76743391,0.03975537,11.68,11
"06037201700",5514,52.24,11.12,37.7,12.08423947,0.05116215,9.87,7.6
"06037124201",3348,68.88,19.44,29.1,11.51882074,0.060311,13.29,14.22
"06037302504",4273,55.33,21.43,60.5,11.83524467,0.0527438,8.35,14.02
"06037134520",6065,86.35,18.41,54.4,11.5987061,0.060311,15.25,9.18
"06037602802",5019,109.77,18.68,13.9,12.13594907,0.04259906,11.74,18.93
"06037294620",4683,76.33,21.61,52.3,11.69875187,0.03975537,12.81,11.38
"06037121600",2735,69.14,18.39,22.1,11.50132407,0.06350576,9.84,17.88
"06037402902",6903,74.95,17.48,51.6,12.57603309,0.05605125,10.91,10.86
"06037232110",3038,100.68,20.14,63.7,11.96948377,0.04490202,12.57,8.26
"06037134710",5836,84.14,21.42,60.2,12.10983792,0.06133785,14.43,10.06
"06037408140",3793,61.89,15.51,39.2,12.19743435,0.0527438,9.75,8.78
"06037294810",4278,76.33,21.61,64.7,11.72966207,0.03892377,17.81,4.02
"06037502601",6939,60.9,21.31,19.4,12.15287635,0.04791979,11.77,15.79
"06037293202",6740,56.51,11.87,55.7,11.87130723,0.03975537,18.87,5.31
"06037531502",3397,72.44,16.96,54.6,12.11496468,0.04863521,16.96,6.54
"06037120400",6769,83.32,18.21,36.6,11.58425896,0.06350576,13.36,10.83
"06037228220",4375,69.72,22.77,67.1,12.15734144,0.04588368,14.56,7.25
"06037541802",5306,55.77,15.36,37.2,12.06201946,0.0438112,15.38,6.31
"06037127910",5097,109.67,20.85,57,11.77593619,0.06236471,11.56,10.61
"06037535702",5638,52.53,18.39,50.1,12.05058449,0.04539285,13.99,7.01
"06037117530",6742,66.53,12.4,53.1,11.86110213,0.06464682,16.42,6.41
"06037121101",2862,74.78,15.13,33.4,11.49189975,0.06464682,11.91,7.69
"06037600902",6491,93.09,18.02,55.7,11.91340435,0.0438112,17.02,12.36
"06037533402",4240,52.72,20.45,60.9,12.11512207,0.04676708,17.03,6.91
"06037218800",2752,61.72,12.24,36.8,12.0039133,0.04588368,8.68,12.54
"06037405201",4933,57.56,12.71,38.3,11.90589977,0.05846283,12.87,10.48
"06037530004",3495,48.94,15.21,39.7,11.99952316,0.05168937,14.85,16.11
"06037231800",5436,50.62,12.03,72.6,12.0084908,0.04539285,18.76,4.18
"06037132700",4873,70.9,18.6,39.7,14.58823142,0.06236471,14.45,10.94
"06037208903",4345,74.85,19.42,75.2,12.20870236,0.04756207,14.8,7.83
"06037573300",4158,80.67,16.38,59,11.75572268,0.03975537,17.12,8.08
"06037192610",3703,53.46,13.73,64.1,12.10279177,0.0482775,13.96,13.1
"06037127103",3109,66.18,13.69,49.1,11.61456405,0.06350576,20.33,9.71
"06037542000",4708,83.19,21.54,40,12.08889755,0.0438112,15,12.55
"06037553504",5363,46.77,14.36,36.6,12.01081735,0.04435661,14.66,9.14
"06037555211",5652,53.8,19.6,48.9,11.67866576,0.04320513,12.07,11.02
"06037433305",4582,73.28,15.5,53,12.07216065,0.05763123,9.38,10.02
"06037603102",3664,68.64,13.21,36.8,11.9644351,0.04125212,11.35,20.33
"06037201402",4995,63.37,13.34,51.1,12.19527041,0.05070407,8.91,20.84
"06037209403",4148,60.46,10.01,69.8,12.23163332,0.04716458,8.53,15.16
"06037532200",7363,45.38,14.31,51.8,12.21276924,0.04863521,15.31,10.5
"06037602700",3770,77.83,15.9,18.9,12.11204085,0.04259906,7.27,15.92
"06037542501",4891,122.52,19.17,50.1,12.13477891,0.04259906,18.26,10.53
"06037602600",8118,80,17.3,33.1,12.0858239,0.04259906,11.12,21.89
"06037208610",4351,40.48,10.46,42.2,12.19449024,0.04791979,7.75,10.23
"06037209401",4472,59.91,15.66,74.3,12.17561826,0.04716458,13.15,11.29
"06037432500",8180,64.61,13.73,35.7,12.02522411,0.05938691,6.5,17.96
"06037127300",3809,50.06,11.2,36.2,12.08174436,0.06350576,12.18,13.28
"06037531902",4763,67.47,15.96,44.4,12.20456374,0.04978792,10.58,8.84
"06037207301",4911,69.4,9.26,37.4,12.52185449,0.04716458,2.95,17.02
"06037134521",3691,82.56,17.62,49.7,11.67746028,0.060311,15.58,3.74
"06037120105",2832,90.8,20.05,59.3,11.64699806,0.06464682,12.64,15.54
"06037117407",3836,86.23,15.46,78.1,11.95061359,0.06464682,23.64,2.55
"06037402403",5231,56.6,12.56,28.9,12.35454552,0.05535282,9.69,7.34
"06037302503",4290,55.99,21.73,49.5,11.83524467,0.05334987,10.42,16.48
"06037534404",3677,47.59,20.82,48.2,12.03133345,0.04588368,13.24,7.13
"06037128400",4502,71.66,18.44,30.4,11.90297183,0.06133785,12.59,10.95
"06037208902",2692,53.55,10.57,74.7,12.23163332,0.04756207,12.44,4.46
"06037554302",4393,56.53,15.34,37.3,11.87162997,0.04320513,17.25,4.76
"06037294110",4129,65.44,18.49,52.6,11.72750466,0.03975537,17.05,12.01
"06037433306",3136,73.28,15.5,39.4,12.00896355,0.05763123,9.18,12.12
"06037236100",6170,118.41,15.95,50.4,11.91626655,0.04490202,7.02,18.78
"06037207400",1539,30.75,10.73,34.2,12.62517064,0.04791979,2.21,4.09
"06037433602",2896,40.18,11.14,54.7,11.90115668,0.05462941,11.19,18.61
"06037210010",3561,71.04,12.26,63.1,12.2587974,0.04676708,12.22,14.43
"06037133100",5609,80.89,21.54,36.9,13.28066467,0.06133785,10.71,20.75
"06037575901",3553,81.93,15.79,54,11.70661336,0.03975537,15.06,5.49
"06037191610",4237,50.11,13,47.6,12.01439591,0.04863521,12.86,8.85
"06037530902",3840,56.8,16.64,52.4,12.1028031,0.04978792,11.88,14.43
"06037117405",3574,86.23,15.46,71.6,11.95061359,0.06464682,19.11,3.16
"06037237201",3814,95.52,17.63,55.1,11.97005427,0.0438112,13.37,7.08
"06037533701",2998,44.91,17.02,59.1,12.12538715,0.04716458,18.71,8.64
"06037191720",3224,58.73,15.62,62.3,12.00979423,0.04899293,14.33,8.93
"06037531901",6237,72.44,16.96,47.1,12.24148594,0.04939042,13.84,9.67
"06037530203",2728,57.34,17.79,44,12.09672029,0.05116215,6.82,12.13
"06037320201",4049,79.95,12.81,53.5,11.14992776,0.06718273,15.63,9.41
"06037209810",2594,54.24,14.33,76.1,12.18410918,0.04676708,10.45,20.55
"06037237401",4217,125.58,24.53,47,11.95669453,0.0438112,11.05,8.18
"06037500600",4912,59.35,20.74,29.2,12.00103744,0.05116215,8.65,15.29
"06037402406",5329,78.05,15.97,58.6,12.49065577,0.05763123,13.27,7.15
"06037540800",5287,93.76,18,24.6,12.10252953,0.04320513,15.79,9.84
"06037124104",2492,72.71,20.59,52.4,11.52811451,0.060311,12.6,8.35
"06037551102",5427,33.3,13.74,41.1,12.17927262,0.04632538,13.23,6.06
"06037127606",3322,77.98,19.65,36.5,12.20778772,0.06236471,12.46,12.19
"06037531202",4431,64.51,17.76,57.5,12.17215849,0.04863521,11.19,10.56
"06037502100",5036,49,17.53,29.1,11.97360073,0.05022962,11.85,16.84
"06037208502",4364,47.69,12.31,55.4,12.20870236,0.04791979,11.07,9.42
"06037541801",6180,60.14,16.56,61.4,12.07668896,0.0438112,18.45,6.63
"06037404801",7911,66.86,14.78,39.9,11.95086878,0.05763123,13.05,11.96
"06037433403",4882,46.06,10.27,66.1,12.00572463,0.05605125,18.87,6.92
"06037533803",6324,54.25,23.93,47.7,12.02269432,0.04632538,14.33,9.52
"06037900300",5613,146.66,22.35,52.4,6.708034531,0.06236471,18.23,5.95
"06037239801",3705,80.63,22.96,47.8,12.11505815,0.04435661,14.82,6.4
"06037540101",6743,62.82,17.57,27.8,12.03460272,0.04490202,14.74,9.89
"06037600304",3910,125.58,24.53,56.9,12.08622848,0.04259906,15.68,5.19
"06037238100",5163,136.1,19.22,41.3,12.01125306,0.0438112,14.08,14.43
"06037310601",6383,39.68,10.85,24.7,11.52179538,0.06133785,13.76,12.86
"06037302506",3262,51.82,19.32,42.8,11.80374462,0.05219839,8.71,18.98
"06037132001",3463,72,18.15,20,13.41191039,0.06236471,9.76,11.15
"06037302301",3985,36.16,11.98,42.8,11.83417117,0.05334987,10.94,17.94
"06037530400",3744,36.26,8.91,49.7,12.21984068,0.05022962,16.85,16.75
"06037576200",5324,75.83,14.78,54.8,11.64728179,0.03975537,8.21,7.98
"06037572302",3610,79.55,21.11,28.7,11.66595061,0.03975537,12.94,7.17
"06037602105",4116,77.65,19.79,40.8,12.05869981,0.04259906,13.68,7.99
"06037543502",4218,58.78,13.1,32.7,12.06111984,0.04050375,9.84,19.61
"06037572400",1425,79.55,21.11,33.1,11.66595061,0.04050375,11.23,11.72
"06037407001",6284,42.57,14.31,34.2,12.0150862,0.05679963,11.11,10.63
"06037221601",3141,44.97,13.53,51.3,12.10569353,0.04588368,9.65,9.87
"06037231210",4040,81.31,16.43,58.4,11.99266542,0.04490202,17.72,8.94
"06037570303",4471,94.42,20.48,42,12.47113428,0.04192559,19.55,5.37
"06037554403",5848,60.83,16.85,44.1,11.889552,0.04320513,14.26,10.91
"06037900602",5542,154.39,23.63,67.5,6.736203058,0.06236471,17.72,6.5
"06037532101",6747,56.92,17.67,46.9,12.07970385,0.05022962,15.03,8.34
"06037237710",4410,80.94,17.08,71.4,12.03324822,0.0438112,18.75,3.7
"06037123204",3129,54.18,14.94,51.8,11.5211534,0.06236471,12.21,3.99
"06037533202",3124,49.56,19.98,45.2,12.0654342,0.04588368,13.38,7.81
"06037572700",5268,76.7,20.22,35.2,11.6858254,0.03975537,12.91,14.86
"06037403000",6950,74.95,17.48,48.5,12.54493086,0.05605125,14.62,13.76
"06037542700",6129,115.45,18.72,38.6,12.11109845,0.04259906,16.33,6.15
"06037302202",5510,59.54,23.34,51.9,11.78597488,0.05334987,9.49,17.8
"06037190520",3979,43.46,21.11,53.7,11.99265418,0.04978792,10.73,14.6
"06037123410",4181,49.57,13.58,43.8,11.59401635,0.06236471,10.17,8.16
"06037402501",5591,74.1,17.27,68.3,12.55391098,0.05679963,17.51,7.76
"06037531201",5530,39.92,11.44,49.2,12.17215849,0.04863521,14.7,7.97
"06037232400",7361,128.19,21.61,46.1,11.95360692,0.04435661,11.82,10.6
"06037900701",5012,137.04,18.89,60.9,7.620826731,0.06236471,14.41,10.12
"06037534803",4589,53.05,20.98,49,12.06379023,0.04539285,12.84,10.44
"06037104704",4321,81.71,13.36,60.7,11.37171568,0.06718273,19.02,9.53
"06037235202",4331,131.73,15.49,41.2,11.93412511,0.0438112,7.92,16.9
"06037209200",4545,79.97,12.37,49.9,12.35408718,0.04756207,7.02,5.94
"06037104821",3551,81.71,13.36,38.1,11.44575547,0.06718273,11.26,8.17
"06037127603",3068,77.98,19.65,59.6,12.32883267,0.06236471,17.54,5.93
"06037221402",2851,37.01,8.1,48.1,12.02272051,0.04588368,11.08,19.5
"06037297120",3053,103.61,14.57,41.6,11.67101336,0.03809217,11.66,14.15
"06037224320",2972,48.18,9.5,64.1,12.18410918,0.04632538,15.01,14.13
"06037236202",5764,86.99,12.14,63.8,11.91185817,0.04490202,8.38,7.29
"06037910101",1863,96.61,19.3,60.3,6.85885423,0.06236471,22.71,7.19
"06037535605",4440,52.53,18.39,45.5,12.06007558,0.04490202,11.4,9.08
"06037405001",6029,66.86,14.78,32.4,11.8354872,0.060311,10.27,13.34
"06037603005",5928,76.29,14.44,41.9,12.07532049,0.04259906,16.06,7.66
"06037104610",3386,81.71,13.36,55.1,11.40197774,0.06718273,15.45,9.75
"06037237500",2922,125.58,24.53,65.3,11.97286678,0.0438112,11.64,9.07
"06037542800",2980,101.48,16.07,43.2,12.11682636,0.04259906,16.88,13.49
"06037502402",3874,60.9,21.31,24.5,12.13665654,0.04863521,10.02,16.47
"06037207502",2888,47.79,8.69,53.2,12.52185449,0.04756207,2.15,49.58
"06037405202",4850,66.86,14.78,33.1,11.92341677,0.05846283,11.24,13.26
"06037552602",4416,47.46,18.21,39.7,11.94672827,0.04588368,14.11,13.02
"06037221500",3875,55.36,11.99,53.6,12.05421442,0.04588368,12.57,10.99
"06037131800",6157,77.11,20.52,40.2,14.60341571,0.06236471,15.1,11.61
"06037432601",7210,73.28,15.5,36,12.03686392,0.05763123,8.25,13.91
"06037530802",3165,56.8,16.64,29.7,12.13544749,0.05022962,12.64,10.02
"06037134720",5074,79.11,20.17,37.7,12.54060138,0.06133785,11.59,10.03
"06037231220",4653,71.2,14.89,60.8,12.00727367,0.04539285,17.92,10.38
"06037115403",3583,46.93,13.12,48.7,12.58335026,0.06350576,13.54,11.11
"06037128601",4369,63.43,19.24,45.1,11.73546463,0.060311,12.68,6.89
"06037296600",5358,103.61,14.57,55.7,11.65417914,0.03809217,17.88,12.34
"06037218210",3721,57.36,10.34,51.9,12.00354413,0.04632538,12.12,8.73
"06037404301",5503,71.92,17.02,58,11.61864871,0.06133785,15.94,11.34
"06037106520",5920,63.98,13.45,34.7,10.92897449,0.06718273,16,13.14
"06037119340",4264,93.94,20.82,74.5,11.6143557,0.06464682,23.71,3.35
"06037402904",3705,74.9,17.47,36.3,12.67092751,0.05605125,17.27,7.4
"06037134001",3864,68.26,14.76,49.8,11.84082938,0.060311,11.39,8.7
"06037980010",95,25.03,7.88,56.8,12.56881211,0.04939042,4.21,48.42
"06037553602",4752,49.06,14.78,38.5,12.04803982,0.04435661,12.44,6.97
"06037191120",3900,39.77,11.84,52.8,12.00979423,0.04939042,8.05,18.62
"06037482402",7566,41.17,11.45,46.3,11.96826937,0.05400087,8.74,16.18
"06037433601",5066,37.84,10.34,36.2,11.96177798,0.05530288,10.8,18.44
"06037139504",3998,68.54,13.11,37.4,12.66717011,0.060311,8.95,17.38
"06037221110",3705,54.24,14.33,69.4,12.18410918,0.04676708,10.55,9.8
"06037127605",4329,77.98,19.65,65.4,12.32883267,0.06236471,18.83,2.43
"06037203200",5695,51.52,12.59,54.3,12.28025039,0.04939042,20.12,7.99
"06037237300",5311,142.48,19.97,43.4,11.95656498,0.0438112,8.81,12.5
"06037121221",2420,74.78,15.13,29.2,11.43570021,0.06464682,11.28,12.4
"06037530301",2211,72.44,16.96,46.2,12.23170295,0.05022962,17.1,13.16
"06037570304",5094,94.42,20.48,54.2,12.95638339,0.04192559,15.88,6.54
"06037530302",6849,67,15.84,45.8,12.23883919,0.05022962,11.27,10.12
"06037301701",2962,26.01,13.61,21.8,11.80183487,0.05605125,8.41,19.31
"06037237720",3707,76.3,16.56,72,12.03324822,0.0438112,25.11,4.32
"06037408139",4536,61.59,15.44,37.1,12.16911396,0.05334987,12.7,12.99
"06037602003",4760,90.81,21.8,41.8,11.99554293,0.04259906,14.71,9.35
"06037533107",3503,60.74,24.24,64.7,12.0654342,0.04588368,12.5,7.17
"06037533203",1931,54.4,21.82,64.9,12.05709531,0.04588368,18.69,8.7
"06037132300",7912,77.64,20.66,44.4,13.91010057,0.06236471,10.52,8.71
"06037402102",4858,79.24,17.12,28.2,12.83671121,0.05938691,15.21,10.31
"06037554105",4478,61.64,17.57,48.7,11.81723127,0.04435661,14.05,8.04
"06037602508",6922,77.65,19.79,41.2,12.09709798,0.04259906,16.08,7.31
"06037191410",4646,70,18.14,53.3,12.08445864,0.04863521,9.62,8.37
"06037530102",4862,57.34,17.79,39.8,12.12832194,0.05022962,7.08,21.82
"06037540202",7116,56.87,16.06,70.3,12.02885778,0.04435661,18.34,9.18
"06037191203",2383,37.29,11.6,55.3,12.01277774,0.04899293,6.59,16.37
"06037407701",4903,73.09,18.24,49.8,12.16555191,0.05334987,10.12,12.71
"06037201501",5367,59.95,12.66,41.5,11.9405062,0.05219839,13.71,13.42
"06037132900",3885,59.9,14.44,25.5,13.67637814,0.06133785,10.06,17.12
"06037603900",7666,61.84,14.37,49.1,12.02658065,0.04259906,16.49,10.98
"06037139302",5000,48.22,11.29,42.5,13.04237213,0.060311,10.5,11.72
"06037302104",4288,43.46,17.54,38,11.73900128,0.05462941,10.59,16.14
"06037132002",3354,69.66,17.46,26.5,13.10021891,0.06236471,13.18,13.18
"06037104620",3528,81.71,13.36,46.4,11.40197774,0.06718273,13.55,9.98
"06037552200",5686,57.55,22.22,47.5,11.91520206,0.04632538,17.43,6.65
"06037407102",5710,51.18,15.14,27.8,12.0514888,0.05605125,13.06,10.33
"06037204200",3657,69.81,14.88,63.6,12.28627082,0.04863521,15.5,6.75
"06037218120",4638,68.9,12.59,59.2,12.05102217,0.04632538,17.34,9.01
"06037125320",5106,62.98,15.03,43,11.56009788,0.05846283,2.86,14.85
"06037232300",6006,88.18,16.55,55.2,11.96219866,0.04490202,9.77,8.57
"06037602301",6311,77.65,19.79,20.4,12.02408342,0.04259906,11.66,11.95
"06037221810",2892,48.36,15.22,66.9,12.10569353,0.04588368,5.26,6.57
"06037231500",5396,128.19,21.61,45,11.95605462,0.04490202,12.49,13.25
"06037600912",5659,85.25,15.78,47.7,11.91526102,0.0438112,11.45,8.46
"06037502401",4957,60.9,21.31,30.2,12.14765766,0.04863521,16.32,14.34
"06037115404",2800,54.95,14.86,27,12.62052222,0.06350576,7.93,10.54
