"GEOID","population","asthma","ami","poverty","pm25","ozone","child_10","elderly_65"
"06037221900",4248,48.36,15.22,85.4,12.05189368,0.04588368,4.57,5.53
"06037294301",2471,76.33,21.61,25,11.78762745,0.03975537,10.68,18.05
"06037502801",6468,53.28,19.74,23.8,12.11093891,0.04716458,11.83,13.23
"06037535701",5237,35.3,12.89,48,12.05649412,0.04539285,14.99,7.43
"06037219500",2084,89.62,14.9,21.9,11.91626655,0.04490202,11.8,20.35
"06037553100",6770,61.64,17.57,30.6,11.86178203,0.04435661,17.28,11.29
"06037407501",4257,60.96,15.06,38.9,12.08391482,0.05605125,12.64,11.35
"06037407302",3503,73.09,18.24,32.4,12.08566864,0.05605125,13.16,13.99
"06037183810",4163,47.69,12.3,42,11.82898336,0.0527438,14.2,6.17
"06037554001",3756,61.64,17.57,28.7,11.92933171,0.04435661,8.07,11.47
"06037408631",5214,46.16,12.41,25.1,12.0653127,0.05334987,10.18,13.14
"06037212701",2276,42.74,8.74,43.7,12.06166379,0.04676708,7.73,24.47
"06037211120",5635,35.92,10.66,45.1,12.12928682,0.04756207,8.13,10.03
"06037552900",7156,56.91,21.95,39.8,11.9499108,0.04539285,13.86,11.61
"06037502802",3221,33.33,12.52,43.5,11.97258964,0.04753555,11.58,22.14
"06037189201",3216,43.46,21.11,41.7,11.99265418,0.04978792,6.5,12.06
"06037213401",4859,54.24,14.33,59,12.17561826,0.04676708,12.55,7.53
"06037540201",2587,31.32,9.61,67.9,12.05144249,0.04490202,21.99,4.48
"06037119341",2890,58.49,12.12,45.4,11.6143557,0.06591477,11.18,14.98
"06037402502",6839,74.95,17.48,52.3,12.50761355,0.05605125,13.79,9.14
"06037106648",4546,52.02,10.48,40.9,11.15277668,0.06718273,13.48,9.33
"06037237900",4405,125.13,17.65,35.1,12.02165432,0.0438112,15.89,11.85
"06037134103",4659,84.14,21.42,27.7,11.8586098,0.06133785,9.87,17.56
"06037222100",4331,54.58,13.54,42.7,12.03443249,0.04588368,13.41,9.21
"06037124102",3551,53.25,12.98,47.2,11.54609441,0.05938691,9.38,9.43
"06037123510",4795,38.08,9.42,44,11.59401635,0.06236471,8.91,15.7
"06037575102",4151,93.2,17.56,58.4,11.65311866,0.03975537,15.3,7.52
"06037502005",4930,49.72,18.07,38.6,11.95834844,0.04939042,13.89,13.12
"06037910502",4537,125.16,23.3,59.2,7.517740005,0.06236471,18.98,9.3
"06037197200",3909,59.14,9.64,35.9,12.25891972,0.05022962,9.93,15.81
"06037552001",4188,57.55,22.22,26.6,11.96563578,0.04588368,14.35,11.75
"06037117101",5224,80.14,14.51,20.8,11.70934701,0.06591477,11.5,5.19
"06037555212",5110,47.02,17.18,47.3,11.68002345,0.0438112,19.06,8.88
"06037408302",3836,40.19,14.63,24.8,12.03229985,0.05535282,10.79,15.75
"06037481604",3701,39.56,11.33,33,11.83922597,0.05395594,8.02,18.48
"06037104105",6054,77.15,12.71,42.9,11.13779234,0.06718273,11.12,9.4
"06037320100",7601,80.64,12.91,31.4,11.08053704,0.06718273,10.58,10.68
"06037431200",6399,41.61,9.25,29.7,11.92162832,0.06133785,11.49,11.31
"06037553400",3495,38.22,14.78,25.8,11.92158918,0.04490202,11.13,14.28
"06037192520",5269,40.82,10.51,51.8,12.04695849,0.04791979,16.49,8.75
"06037190700",2685,60.77,13.63,40.4,11.90677464,0.05022962,3.72,18.29
"06037500300",2973,56.32,21.16,10.5,11.9650108,0.05278424,9.42,23.28
"06037432201",4491,38.43,10.67,34.8,11.77856947,0.05605125,11.47,20.31
"06037408138",5432,54.57,13.73,38.9,12.1202248,0.05334987,13.51,13.55
"06037212303",3837,34.81,11.03,62.1,12.12928682,0.04716458,14.28,5.11
"06037550700",6104,33.83,12.83,15.7,12.17478332,0.04753555,16.74,17.22
"06037482522",4478,35.93,10.76,20.3,12.02366434,0.0527438,8.15,19.96
"06037221210",3165,41.85,10.1,50.7,12.05908901,0.04632538,11.03,13.68
"06037113321",6180,54.03,17.22,26.6,10.9951147,0.06236471,7.1,8.22
"06037187200",2963,29.07,5.65,36,12.06757527,0.05022962,8.88,11.68
"06037601202",4000,99.35,19.79,30,12.04203201,0.04259906,12.53,10.08
"06037431100",6758,46.9,10.87,32.2,11.8926537,0.06133785,11.26,7.3
"06037192420",4280,56.78,14.58,48.2,12.01439591,0.04791979,15.21,9.77
"06037482303",6156,31.35,8.71,49.9,11.90909207,0.05462941,15.01,13.74
"06037188300",3800,45.8,9.99,13.1,11.96632968,0.05116215,11.47,15.79
"06037603006",1898,85.71,16.05,38.5,12.05073573,0.04192559,10.64,14.07
"06037190902",3518,43.77,11.14,38.9,11.8825333,0.04939042,8.87,10.03
"06037199110",2705,41.97,8.35,40.8,12.29318207,0.05116215,13.09,16.41
"06037576501",2986,82.02,15.81,60.1,11.62534541,0.03975537,9.78,13.97
"06037235100",4401,132.05,15.53,18.4,11.91305485,0.0438112,9.73,16.75
"06037191420",3096,48.32,12.5,40.6,12.08445864,0.04863521,8.59,6.52
"06037183620",3111,47.69,12.3,45.5,11.64363901,0.05334987,12.34,12.47
"06037480903",3248,36.6,9.43,46.4,11.96491784,0.0527438,10.34,18.47
"06037123700",4435,56.06,16.35,33.3,11.54238267,0.06133785,7.55,16.66
"06037500800",5362,57.45,20.14,28.4,12.08826952,0.04939042,11.86,13.33
"06037408630",2510,46.16,12.41,28.6,12.10811905,0.05395594,11.91,13.86
"06037900102",710,129.41,20.29,62.7,6.489228665,0.06350576,10.7,26.48
"06037503105",4228,47.09,17.95,22.9,11.85366807,0.04791979,16.01,8.87
"06037482503",4293,41.18,11.45,37.9,11.97713098,0.05395594,10.16,13.42
"06037576402",5015,111.73,24.22,54.7,11.66802231,0.03975537,15.35,6.16
"06037301206",5281,30.96,16.84,36.8,11.80183487,0.05605125,8.63,17.59
"06037106114",6324,44.68,7.8,48.8,11.03348841,0.0685917,18.15,7.91
"06037402703",4661,63.93,14.34,28.6,12.96365923,0.05938691,9.25,10.94
"06037482401",3670,41.18,11.45,47.9,11.93764971,0.05462941,11.25,16.95
"06037212202",3424,29.98,8.27,56,12.17561826,0.04716458,12.79,8.79
"06037191820",3176,46.36,12.28,30.5,11.90037867,0.04863521,8.19,8.66
"06037604001",4207,67.69,15.63,35.8,11.99658497,0.04192559,9.79,9.46
"06037481103",4926,37.59,10.21,29.6,11.77450378,0.05605125,6.25,18.29
"06037482502",3310,38.68,10.76,39.3,11.97713098,0.05334987,8.16,14.74
"06037504101",4826,28.45,12.07,35.2,11.94009075,0.04716458,9.8,19.27
"06037543604",5226,67.35,18.5,17.5,11.94113985,0.03975537,9.99,19.36
"06037211703",4841,52.8,15.82,34.4,12.02897507,0.04756207,9.05,9.61
"06037576403",5140,82.09,17.52,62.4,11.65311866,0.03975537,20.93,5.72
"06037234501",2845,129.72,15.33,30.4,11.92925429,0.04435661,10.4,20.14
"06037461600",6058,55.76,11.87,40.3,11.45244565,0.05763123,10.66,11.26
"06037269700",3546,34.49,11.8,21.9,11.74486853,0.04632538,8.35,10.72
"06037550901",4141,52.31,21.72,35.9,12.17044162,0.04632538,13.09,10.41
"06037235201",2682,123.34,14.56,39.9,11.93780554,0.0438112,6.49,12.79
"06037576903",3644,93.2,17.56,53.3,11.61841941,0.03975537,7.96,7.93
"06037302003",3665,32.7,13.94,35.3,11.76431624,0.05395594,8.29,17.16
"06037570701",7372,123.15,13.18,14.4,11.81301379,0.04259906,14.11,12.87
"06037501200",4864,48.48,18.13,19.3,11.99522609,0.05116215,12.99,13.53
"06037183820",3445,45.42,11.56,48.5,11.82898336,0.05219839,12.1,2.82
"06037502003",2634,65.83,17.85,38,11.87584315,0.04978792,9.98,9.34
"06037602507",5122,54.38,13.4,45.9,12.06541253,0.04259906,17.77,7.54
"06037555102",5987,41.48,13.63,42.2,11.69661028,0.0438112,9.3,12.24
"06037106510",5618,63.98,13.45,27.7,10.59569518,0.06718273,13.51,11.23
"06037531800",4960,66.24,15.68,53.9,12.18849049,0.04978792,11.55,16.53
"06037403318",6367,71.97,16.88,24.8,12.46525139,0.05462941,9.27,13.49
"06037104108",6001,54.48,9.52,52.4,11.19241127,0.06718273,14.81,9.85
"06037211910",4371,36.18,10.44,46.1,12.08514397,0.04756207,11.85,6.02
"06037701100",1101,13.61,7.6,83.9,11.65549655,0.04943242,2.82,19.44
"06037134201",4735,51.81,11.87,21.8,11.59347741,0.06133785,15.14,10.37
"06037204120",2971,41.63,11.82,54.7,12.23190845,0.0482775,14.91,12.92
"06037123602",3659,63.43,19.24,36.6,11.64810526,0.06133785,7.6,16.4
"06037113422",6306,60.84,15.03,33.1,11.77891599,0.06236471,12.29,14.24
"06037543322",7959,91.64,16.34,10.6,12.1614803,0.04125212,6.99,20.63
"06037575103",5171,93.2,17.56,42.5,11.61841941,0.04050375,10.02,6.73
"06037602403",5199,77.65,19.79,38.5,12.05874567,0.04259906,14.18,10.6
"06037553000",5033,49,18.48,27.3,11.95549388,0.04539285,14.15,12.54
"06037408504",5193,46.16,12.41,29.6,11.99756511,0.05334987,12.63,13.71
"06037401703",4107,64.64,14.56,29.3,12.72321352,0.06133785,9.3,14.24
"06037211410",2736,42.42,11.17,34.1,12.04695849,0.04756207,10.09,9.47
"06037296902",4219,103.61,14.57,37.2,11.65229752,0.03809217,12.44,12.42
"06037234300",3805,122.21,16.18,23.6,11.92169725,0.04490202,7.07,14.01
"06037603702",4777,62.79,14.12,21.9,11.94495667,0.04192559,8.94,20.6
"06037237800",3796,109.41,19.26,36.8,12.02644658,0.0438112,11.25,13.7
"06037481401",6267,32.15,8.78,50.7,11.82784269,0.05462941,8.27,12.22
"06037600201",5063,112.94,21.38,61.4,12.06489236,0.04320513,20.23,4.7
"06037535902",7209,50.93,17.74,29.2,12.04764057,0.04490202,12.12,12.66
"06037217100",6219,68.9,12.59,32.2,11.9334593,0.04716458,8.41,12.37
"06037201200",2893,63.37,13.34,43.3,11.92907459,0.05219839,15.21,11.51
"06037701701",3305,59.22,11.46,29.5,11.73422356,0.04791979,8.68,16.61
"06037554405",3015,60.78,17.36,29.9,11.82252124,0.0438112,16.32,13.6
"06037500500",2703,60.59,21.19,34.7,11.92860167,0.05219839,7.21,19.24
"06037577000",7288,75.32,14.4,36.5,11.56132589,0.04050375,10.07,5.74
"06037404202",4252,56.36,13.54,41.5,11.8670759,0.06133785,6.91,6.98
"06037131300",5102,62.36,16.74,30.9,13.328001,0.06350576,11.92,13.15
"06037551202",7840,40.17,16.37,31.1,12.05174502,0.04539285,12.54,9.2
"06037572202",3614,99.74,20.11,13.3,11.60296908,0.04050375,10.35,14.64
"06037481202",6188,40.13,10.92,30.3,11.73873693,0.05679963,9.65,16.42
"06037269601",3393,22.8,7.88,35.1,11.70222472,0.04676708,11.41,7.78
"06037602506",4297,51.1,12.5,52.3,12.06541253,0.04259906,17.92,5
"06037212102",2291,28.1,8.51,68,12.10099038,0.04756207,11.13,27.11
"06037554801",2744,28.9,12.37,48.1,11.91444789,0.04435661,10.97,9.95
"06037406800",4866,56.32,12.38,16.1,12.02138466,0.05679963,8.98,16.54
"06037191110",3478,30.68,11.5,60.2,12.00979423,0.04939042,4.4,21.25
"06037197600",2166,26.46,7.56,25.2,12.53587816,0.04863521,7.53,9.37
"06037500900",6363,59.16,20.72,36.9,12.01105817,0.05022962,11.44,14.49
"06037554201",4356,61.64,17.57,23.3,11.825893,0.0438112,10.42,8.59
"06037600802",2485,89.27,15.36,17.6,11.85656601,0.0438112,3.02,18.39
"06037920336",6881,36.13,10.21,57,9.600230462,0.06591477,18.82,4.62
"06037201120",4144,52.98,11.3,33.8,11.86386022,0.05334987,17.08,11.61
"06037201504",2302,63.37,13.34,46.2,11.96568323,0.05219839,13.47,15.99
"06037480803",3699,29.52,8.2,33.9,11.77094099,0.05334987,9.54,14.73
"06037406500",6655,50.29,12.74,23.4,12.07764139,0.05679963,11.5,11.71
"06037554204",4313,61.64,17.57,51.3,11.9481473,0.0438112,14.38,13.73
"06037481402",6598,39.44,10.7,39.3,11.86900191,0.05605125,6.06,21.26
"06037551000",7281,37.69,15.45,26.2,12.15364791,0.04676708,14.06,16.32
"06037131600",5336,68.17,18.13,29.7,12.83145517,0.06236471,8.86,12.78
"06037543701",3057,67.35,18.5,28.8,11.97138796,0.03975537,11.09,12.86
"06037406701",3082,57.86,12.75,29.3,12.06869466,0.05679963,8.6,13.5
"06037462201",3941,25.65,10.01,43.1,11.25833982,0.05846283,11.75,23.22
"06037208501",2267,41.95,10.67,38.6,12.21911535,0.0482775,7.81,14.47
"06037503902",4939,37.42,16.37,18.5,11.98892325,0.04673761,13.04,13.53
"06037535802",6600,48.54,16.77,48.7,12.03324185,0.04490202,14.06,13.17
"06037408133",5203,36.54,9.58,28.7,12.1202248,0.05334987,14.4,11.59
"06037481002",5646,37.65,10.77,39.7,11.67006296,0.05462941,11.19,14.9
"06037551501",4596,41.57,16.89,25.5,11.98289749,0.04539285,8.9,12.55
"06037430901",4517,48.78,11.32,28.8,11.87799737,0.06236471,10.96,12.91
"06037550201",2911,47.04,18.03,30.6,12.04217149,0.04716458,17.66,10.58
"06037134904",4043,52.95,13.02,35.5,11.93699275,0.060311,7.89,10.49
"06037139401",2706,59.55,13.44,31.4,12.60171498,0.060311,10.46,18.96
"06037910404",4284,97.14,18.63,41.7,7.845839415,0.06236471,16.25,11.25
"06037213100",3014,49.52,9.67,50.1,12.08158891,0.04676708,13.34,14.3
"06037191710",2937,25.4,6.64,56,11.8825333,0.04863521,10.15,12.97
"06037204110",3286,50.57,14.34,44.6,12.28627082,0.04863521,11.96,10.35
"06037430102",4684,57.14,12.48,28.8,11.7782415,0.06133785,6.49,15.56
"06037552800",6198,57.55,22.22,33,11.90299857,0.04539285,15.8,10.91
"06037131900",4597,76.01,19.17,20.5,13.29586683,0.06236471,8.31,12.53
"06037573401",1642,34.55,10.23,28.8,11.57476591,0.04050375,12.55,14.43
"06037201503",3364,63.37,13.34,50.7,11.96568323,0.05219839,13.73,11.09
"06037124105",2538,37.89,10.1,45.8,11.52811451,0.060311,14.34,6.82
"06037600501",2712,73.51,16.39,24.3,12.11332221,0.04259906,14.97,19.76
"06037113234",4823,63.53,14.4,38.4,11.32230518,0.06133785,16.86,14.82
"06037128500",4108,52.33,16.43,24.9,11.73546463,0.05938691,9.52,14.09
"06037109603",4297,51.73,11.15,40.7,11.66569556,0.06718273,10.29,14.68
"06037432902",3312,36.48,9.96,28.3,11.93236969,0.05605125,5.13,24.37
"06037113237",4194,50.4,15.81,25.6,10.45905335,0.06133785,10.75,22.03
"06037400302",3154,33.36,11.25,19.6,12.43020498,0.06133785,15.25,19.47
"06037296901",4466,103.61,14.57,50.5,11.66349226,0.03809217,18.23,5.58
"06037550601",5960,31.59,11.65,27.5,12.15528894,0.04791979,15.57,8.14
"06037603703",2491,63.53,15.98,10.7,12.06312607,0.04259906,10.2,16.1
"06037401500",6213,35.1,11.26,31,12.48617746,0.060311,10.03,12.86
"06037604002",4856,65.36,15.15,40.8,11.91372433,0.04192559,9.02,10.81
"06037553300",3214,53.47,15.61,45.1,11.93805962,0.04435661,6.47,16.46
"06037554802",6378,30.97,13.32,29.2,11.89366117,0.04435661,10.21,16.89
"06037212306",3413,29.06,8.04,55.6,12.10099038,0.04676708,16.67,9.46
"06037117302",5229,58.87,11.45,18.3,11.99828813,0.06591477,11.23,18.67
"06037481201",3910,27.26,9.3,33.8,11.77876176,0.05763123,9.13,12.1
"06037480901",5407,21.08,5.75,43,11.85129966,0.05334987,8.05,14.22
"06037106649",2661,52.6,10.62,28.1,11.17287637,0.06718273,13.9,13.19
"06037602504",4961,77.65,19.79,43.4,12.06541253,0.04259906,14.53,4.6
"06037107010",3141,63.98,13.45,44.1,10.88563321,0.06718273,11.24,8.47
"06037183103",4355,42.89,11.13,37.5,11.49946691,0.05462941,12.35,9.16
"06037551402",4677,48.68,20.2,21.5,12.06771641,0.04588368,14.18,9.88
"06037406102",6167,74.1,14.21,34.4,12.11454487,0.05763123,15.4,8.08
"06037123104",4416,41.36,11.48,46.3,11.51474422,0.060311,14.65,13.63
"06037600601",2653,85.19,19.56,26.7,12.10856935,0.04259906,12.48,22.96
"06037532102",3936,57.34,17.79,23.6,12.2207944,0.04939042,12.17,13.24
"06037134002",3665,55.74,13.58,41.4,11.84082938,0.060311,13.51,13.86
"06037106113",3697,63.98,13.45,24.2,10.92587915,0.0685917,9.66,14.61
"06037402803",3270,74.95,17.48,53.8,12.6367597,0.05679963,15.9,5.6
"06037271200",2770,31.87,12.85,31.2,11.77486462,0.04716458,6.64,8.38
"06037125200",3907,42.48,10.74,29.8,11.5294955,0.05763123,15.87,8.96
"06037183520",3758,47.69,12.3,46.3,11.77745707,0.0527438,12.45,7.85
"06037701702",3437,61.96,11.44,30.6,11.72139398,0.04756207,8.29,13.85
"06037602404",5457,77.65,19.79,43,12.05874567,0.04259906,15.08,9.03
"06037480303",4103,39.56,11.33,44.5,11.67590961,0.05395594,11.97,12.36
"06037482304",3216,35.94,9.99,65.8,11.97713098,0.05395594,14.65,11.63
"06037481606",5013,30.58,8.32,42.7,11.964271,0.05334987,9.77,16.98
"06037900805",4916,138.98,19.27,32.2,7.524445823,0.06236471,11.07,18.63
"06037553503",2906,34.98,11.41,42.8,12.01081735,0.04490202,11.05,7.4
"06037275200",3751,35.21,12.29,33.5,11.66867744,0.04490202,7.62,13.6
"06037275102",4338,42.6,12.59,43.3,11.7957642,0.04490202,12.54,6.89
"06037554700",4328,39.36,14.84,26.6,11.9351668,0.04539285,10.42,14.95
"06037461901",5051,34.19,10.37,50.1,11.31532488,0.05763123,7.42,9.09
"06037501600",7769,51.14,14.97,27.9,11.8738352,0.05168937,8.04,15.63
"06037310400",3247,40.67,11.09,22.3,11.54798796,0.06133785,11.24,17.74
"06037183610",3215,47.69,12.3,44.1,11.77745707,0.05334987,13.53,9.98
"06037553200",7637,50.6,14.92,23.9,12.00051037,0.04539285,14.17,10.49
"06037190402",2372,43.46,21.11,45.3,11.99265418,0.05022962,5.27,14.71
"06037480304",4506,39.56,11.33,38.5,11.67590961,0.05462941,6.84,14.91
"06037111302",5163,51.75,14.37,28.9,11.82283365,0.06591477,6.35,18.42
"06037190202",3225,34.99,8.61,47.1,11.98642408,0.05067132,2.51,16.34
"06037501002",5013,57.32,21.35,13.4,12.02689931,0.05022962,12.23,10.63
"06037543601",3781,67.35,18.5,26.1,11.94368667,0.03975537,10.69,13.78
"06037236000",4181,67.94,9.9,16.7,11.7210889,0.04486563,4.19,24.04
"06037702400",4367,42.3,12.97,17.3,11.75041597,0.04588368,8.36,12.92
"06037301204",5284,30.96,16.84,29.3,11.77362275,0.05530288,9.35,17.24
"06037106405",4758,63.98,13.45,43.9,10.80754528,0.06718273,16.69,9.67
"06037104103",3431,63.98,13.45,26.9,11.24668191,0.06718273,10.03,12.8
"06037212305",3025,27,7.52,65.4,12.10099038,0.04676708,15.83,6.25
"06037920337",6943,49.57,13.41,48.4,9.850480338,0.06718273,12.26,5.4
"06037430002",6522,46.71,10.51,21.7,11.59110318,0.06236471,10.03,18.61
"06037543304",5872,89.45,15.75,21.3,12.14632002,0.04125212,7.58,20.84
"06037187101",3438,45.8,9.99,23.2,11.96632968,0.05116215,7.18,22.48
"06037195903",2008,38.99,9.88,34,12.16076534,0.0482775,6.47,9.81
"06037550400",1226,34.65,14.09,16.1,12.1687175,0.04716458,10.52,18.35
"06037139502",2917,54.24,11.41,16.5,12.34764355,0.05938691,11.83,23.59
"06037543321",5446,39.69,9.71,20,12.14345371,0.04125212,10.28,26.09
"06037534700",4435,56.81,22.6,36.5,12.05709531,0.04539285,9.04,14.09
"06037135114",5106,30.88,8.34,31,11.68696862,0.05938691,10.48,14.1
"06037700102",4506,27.26,13.36,34.7,11.79372492,0.04978792,2.86,16.16
"06037134901",3140,42.02,12.52,30.8,12.76048166,0.060311,9.01,16.59
"06037117202",2633,80.35,14.5,10.4,11.76122625,0.06591477,13.29,21.34
"06037203710",3270,68.42,14.62,48.2,12.41048715,0.04899293,16.54,9.69
"06037571400",4844,142.13,14.5,26.5,11.72749499,0.04192559,14.16,15.15
"06037211420",3573,40.06,10.61,46.6,12.04695849,0.04756207,11,8.51
"06037134905",4552,38.86,15.38,27.9,12.04220557,0.05938691,5.05,8.55
"06037482101",4750,39.59,10.18,33.9,12.04780528,0.05219839,8.42,22.36
"06037109400",3903,66.44,14.99,18.5,11.34325331,0.06718273,7.58,13.84
"06037543703",3370,51.05,14.1,23.2,11.78762745,0.03975537,9.79,15.13
"06037102107",4349,43.21,9.5,27.9,11.14147063,0.06473142,6.28,16.19
"06037408303",4183,38.09,14.07,18.3,12.0734786,0.05462941,7.32,20.51
"06037910601",6726,116.62,21.82,54.3,7.662319503,0.06236471,15.83,7.06
"06037270300",2542,33.72,7.35,18,11.73778552,0.04632538,11.64,13.49
"06037197410",4331,35.69,8.61,18.4,12.11289442,0.05022962,10.78,11.96
"06037408141",5366,44.95,11.38,47.8,12.21273735,0.05219839,12.43,12.09
"06037502901",5816,59.3,23.28,19.1,11.87983491,0.04863521,10.47,10.8
"06037143604",3720,26.16,12.45,21.5,11.53404464,0.05530288,6.8,3.9
"06037554511",4140,38.96,11.47,14.5,11.92103135,0.04632538,8.79,20.05
"06037297601",2816,103.61,14.57,40.7,11.55914703,0.03809217,18.22,11.33
"06037234000",5417,78.95,11.21,34.2,11.96275337,0.04490202,12.72,18.94
"06037402002",4125,30.53,10.76,37.2,13.12312452,0.06133785,11.61,22.74
"06037503201",4144,54.86,20.75,16.4,11.94497052,0.04863521,13.92,16.75
"06037404902",3968,66.86,14.78,33.2,11.885902,0.05846283,10.71,15.02
"06037211802",4682,22.94,7.06,50.3,12.08514397,0.04716458,14.03,15.23
"06037195901",2237,42.51,10.91,25,12.08445864,0.04863521,5.23,11.76
"06037115301",4524,77.33,20.88,21,11.9625185,0.06464682,9.99,21.6
"06037207501",2193,30.75,10.73,24.9,12.54205752,0.04756207,5.24,9.67
"06037236400",4282,132.42,17.65,21.8,11.88815827,0.04435661,6.61,20.48
"06037139301",4445,46.6,12.34,16.1,12.61681879,0.05938691,11.81,18.11
"06037405702",4957,57.17,15.51,17.1,11.91045218,0.05938691,11.86,11.9
"06037900803",8751,154.07,21.11,43.8,7.448292093,0.06236471,16.89,9.8
"06037297201",4505,103.61,14.57,36.7,11.67101336,0.03809217,21.09,8.52
"06037302102",5946,48.43,17.63,18.4,11.77220627,0.05334987,8.54,18.9
"06037216900",4886,60.96,11.44,15.8,11.73440042,0.04716458,7,14.55
"06037311600",6707,30.68,9.65,24,11.71245026,0.05605125,7.86,11.08
"06037408402",6646,43.99,11.98,25.1,12.0075054,0.05400087,8.85,19.35
"06037910201",4063,63.61,13.88,36,7.196020751,0.06236471,12.63,14.94
"06037212410",4318,34.81,11.03,51.3,12.10099038,0.04676708,10.61,8.22
"06037195902",1864,55.72,14.06,33.6,12.08445864,0.04863521,6.49,7.08
"06037234200",2424,70.35,11.23,19.7,11.93784179,0.04490202,3.84,23.18
"06037407400",1977,41.97,9.69,32.1,12.03825198,0.05679963,12.14,14.11
"06037601301",1921,85.79,16.44,20,11.87102583,0.0438112,11.45,16.5
"06037550500",8316,34.41,12.8,16.5,12.15532851,0.04716458,9.56,13.06
"06037407900",6082,50.12,12.69,23.3,12.14364495,0.05462941,11.92,14.7
"06037128801",3419,38.98,11.41,22.8,11.91664471,0.060311,6.58,14.77
"06037650901",5366,58.83,12.42,18.8,11.93539635,0.04050375,13.75,16.46
"06037460900",6731,53.64,11.43,30.8,11.44429789,0.05846283,14.96,12.67
"06037222500",5120,48.34,10.76,39.6,12.03443249,0.04539285,12.13,8.75
"06037481605",2831,29.79,7.94,37.4,11.964271,0.05334987,7.74,19.85
"06037900704",2910,146.06,20.07,49.8,7.370326308,0.06236471,19.31,5.84
"06037106406",5839,63.98,13.45,24.1,10.76509567,0.06718273,13.29,15.48
"06037207710",4667,53.58,8.32,26.1,12.33660886,0.04716458,2.98,10.82
"06037407301",4949,62.46,15.46,24.7,12.10490826,0.05605125,7.44,15.15
"06037501504",3369,56.37,16.86,52.1,11.94985769,0.05116215,12.91,19.47
"06037650003",3202,35.45,14.45,27.9,12.01245967,0.04125212,9.9,13.46
"06037267300",4235,23.45,10.5,31.1,11.61811053,0.0482775,4.6,12.11
"06037600704",3373,100.97,17.84,24.5,12.04526539,0.04320513,6.97,23.33
"06037106112",5611,63.74,13.39,24.3,10.94114862,0.0685917,11.82,12.32
"06037408006",3344,25.89,7.39,32.5,12.01014347,0.05462941,11.93,14.23
"06037222700",4071,17.21,7.96,86.1,12.00727367,0.04588368,0,0
"06037576601",4293,59.25,12.02,26.5,11.64728179,0.03975537,5.1,12.72
"06037402705",3254,87.89,19.04,22.7,12.85876857,0.05938691,9.96,13.21
"06037462002",4043,38.39,8.59,69,11.37715041,0.05846283,12.47,7.69
"06037503106",4091,47.73,18.18,27.5,11.9373529,0.04791979,12.2,13.18
"06037128910",4657,37.87,15.57,17.4,11.77575945,0.05938691,12.09,11.02
"06037109604",3195,66.44,14.99,22.1,11.4990414,0.06718273,11.83,10.95
"06037503202",5028,36.54,14.07,21.7,11.86416615,0.04863521,11.79,14.78
"06037102103",1763,74.78,15.13,9.8,11.29546441,0.06350576,7.77,15.09
"06037190301",5569,31.69,8.72,44.4,12.00004387,0.05022962,2.73,18.1
"06037195300",3089,38.86,17.67,29.4,12.03217459,0.04939042,6.7,9.42
"06037650300",6824,31.54,12.77,27.5,11.97526256,0.04125212,13.01,16.05
"06037910712",2904,79.34,18.67,30.9,8.480696039,0.06236471,13.71,12.88
"06037603004",1549,87.73,16.4,36.5,12.06831914,0.04192559,9.17,22.79
"06037124600",2691,36.87,16.87,26.3,11.61984123,0.05938691,2.97,17.5
"06037203800",4829,53.21,15.31,58.9,12.28627082,0.04939042,18.08,11.1
"06037482701",4323,34.52,9.07,27.9,12.17805962,0.05116215,10.76,19.85
"06037920036",3145,58.84,15.29,27.4,10.13942579,0.06718273,11.86,13.77
"06037702801",4679,41.08,12.58,30,11.64969136,0.04539285,10.6,16.46
"06037125600",2811,31.66,8.31,20.7,11.66912326,0.05763123,12.81,17.72
"06037137104",2754,36.41,14.38,22,12.06378259,0.05938691,11.04,23.57
"06037543603",4301,55.74,11.54,17.5,11.93215537,0.03975537,5.93,31.92
"06037910401",6359,51.5,15.94,39.3,7.60981225,0.06236471,15.8,13.02
"06037124902",2706,41.76,18.42,44,11.51704216,0.05938691,9.39,21.47
"06037481101",4513,28.17,8.05,35.8,11.60331677,0.05605125,8.71,18.44
"06037185202",3627,65.4,11.07,28,12.14526757,0.05116215,11.58,15.03
"06037188201",3473,29.5,11.4,18.1,12.00322844,0.05067132,8.58,8.32
"06037403721",4897,44.37,10.94,25.2,12.0285424,0.05846283,9.76,15.07
"06037403722",5628,53.81,12.3,41.6,12.12221394,0.05846283,15.88,9.83
"06037212610",4447,39.18,12.09,50,12.09098712,0.04676708,10.55,12.62
"06037481102",4000,31.51,9.13,39.5,11.71669083,0.05605125,15.9,12.43
"06037134302",4112,59.24,13.52,20.7,10.96490305,0.060311,9.97,12.79
"06037406902",3584,33.48,9.89,33.1,12.0131878,0.05679963,12.64,17.38
"06037900505",3427,154.47,23.65,55.1,7.143374122,0.06236471,15.79,13.66
"06037402001",3294,31.04,9.5,31.5,13.02878399,0.060311,16.06,9.81
"06037125402",4889,42.26,10.69,26.4,11.53361756,0.05763123,7.92,5.54
"06037139503",5946,44.05,8.77,29.9,12.66717011,0.060311,9.03,18.79
"06037408623",3268,46.16,12.41,27.8,12.10056244,0.0527438,8.78,26.32
"06037431001",7669,42.43,9.9,28.6,11.95381392,0.06236471,13.51,10.17
