"GEOID","ozone_ces3"
"06037408003",0.053
"06037109601",0.057
"06037102104",0.055
"06037403722",0.055
"06037189904",0.05
"06037269800",0.046
"06037408505",0.048
"06037113301",0.06
"06037572002",0.042
"06037311400",0.053
"06037214800",0.048
"06037602302",0.044
"06037311600",0.053
"06037702801",0.046
"06037408137",0.051
"06037106406",0.06
"06037900504",0.062
"06037185100",0.048
"06037554103",0.044
"06037430902",0.053
"06037183701",0.05
"06037910501",0.062
"06037432101",0.05
"06037271801",0.046
"06037482701",0.048
"06037185204",0.048
"06037183702",0.05
"06037310202",0.055
"06037900804",0.062
"06037404302",0.055
"06037273200",0.046
"06037310602",0.055
"06037573403",0.042
"06037408141",0.051
"06037217002",0.048
"06037311700",0.055
"06037277100",0.046
"06037920017",0.065
"06037504002",0.046
"06037553400",0.044
"06037481605",0.048
"06037482002",0.048
"06037481102",0.051
"06037405500",0.053
"06037269906",0.046
"06037406500",0.053
"06037401500",0.06
"06037503501",0.046
"06037404504",0.055
"06037702802",0.046
"06037181000",0.051
"06037461901",0.051
"06037265510",0.046
"06037106408",0.06
"06037403323",0.053
"06037293302",0.042
"06037461000",0.051
"06037106113",0.057
"06037214902",0.048
"06037189202",0.05
"06037920337",0.065
"06037212101",0.048
"06037920029",0.065
"06037109100",0.057
"06037103300",0.055
"06037134201",0.057
"06037275302",0.046
"06037186100",0.05
"06037211121",0.046
"06037405701",0.053
"06037900705",0.062
"06037216402",0.048
"06037920336",0.065
"06037109400",0.057
"06037212501",0.048
"06037115103",0.06
"06037480802",0.05
"06037462302",0.053
"06037503201",0.046
"06037900703",0.062
"06037550400",0.046
"06037102105",0.055
"06037139402",0.057
"06037117101",0.057
"06037404100",0.055
"06037543601",0.042
"06037124500",0.053
"06037554406",0.044
"06037269903",0.046
"06037189905",0.05
"06037101210",0.053
"06037124400",0.053
"06037403317",0.057
"06037480804",0.05
"06037301203",0.053
"06037267600",0.046
"06037123601",0.055
"06037403902",0.057
"06037400603",0.055
"06037276100",0.046
"06037480302",0.051
"06037481711",0.048
"06037406412",0.055
"06037310900",0.055
"06037106403",0.06
"06037131900",0.06
"06037401311",0.06
"06037463102",0.051
"06037900507",0.062
"06037311000",0.055
"06037197410",0.046
"06037408005",0.053
"06037651001",0.042
"06037555104",0.044
"06037117102",0.057
"06037553300",0.044
"06037405400",0.053
"06037650605",0.044
"06037111400",0.057
"06037135102",0.057
"06037403801",0.057
"06037106603",0.062
"06037206020",0.046
"06037403600",0.057
"06037920030",0.065
"06037271901",0.046
"06037111201",0.06
"06037400304",0.06
"06037900606",0.062
"06037141303",0.053
"06037195902",0.048
"06037109700",0.057
"06037910201",0.062
"06037272301",0.046
"06037125502",0.053
"06037405800",0.053
"06037501802",0.046
"06037601301",0.046
"06037119341",0.057
"06037192410",0.048
"06037143604",0.053
"06037900501",0.062
"06037576801",0.042
"06037501503",0.046
"06037297602",0.042
"06037216401",0.048
"06037900607",0.062
"06037406601",0.053
"06037269904",0.046
"06037141304",0.053
"06037431900",0.051
"06037106642",0.06
"06037111302",0.06
"06037134306",0.057
"06037920034",0.062
"06037401800",0.06
"06037139503",0.057
"06037300902",0.051
"06037272202",0.046
"06037183401",0.05
"06037554517",0.044
"06037211704",0.048
"06037701602",0.046
"06037119201",0.057
"06037137201",0.057
"06037102103",0.055
"06037101220",0.053
"06037128802",0.053
"06037194500",0.048
"06037183222",0.05
"06037401312",0.06
"06037462001",0.051
"06037189600",0.051
"06037550602",0.046
"06037408624",0.048
"06037183402",0.05
"06037482201",0.048
"06037900104",0.065
"06037570702",0.042
"06037481902",0.048
"06037134302",0.057
"06037406402",0.053
"06037101400",0.053
"06037296300",0.042
"06037212702",0.048
"06037550902",0.046
"06037401202",0.06
"06037551201",0.044
"06037480101",0.051
"06037920036",0.065
"06037700400",0.048
"06037195100",0.048
"06037109800",0.057
"06037482102",0.048
"06037111100",0.06
"06037650004",0.044
"06037106020",0.06
"06037111202",0.06
"06037501900",0.046
"06037183510",0.048
"06037910401",0.062
"06037401701",0.06
"06037109604",0.057
"06037137104",0.057
"06037311200",0.055
"06037920038",0.062
"06037930200",0.055
"06037128500",0.053
"06037900805",0.062
"06037404000",0.055
"06037181300",0.05
"06037111301",0.06
"06037111205",0.06
"06037217001",0.048
"06037406000",0.055
"06037406300",0.055
"06037554802",0.044
"06037137501",0.057
"06037195400",0.048
"06037481714",0.048
"06037195500",0.046
"06037463200",0.053
"06037301000",0.051
"06037403401",0.053
"06037267502",0.046
"06037403402",0.053
"06037650602",0.044
"06037670100",0.042
"06037300400",0.053
"06037920035",0.062
"06037502005",0.046
"06037462100",0.051
"06037554516",0.044
"06037670001",0.042
"06037301205",0.053
"06037480102",0.051
"06037271802",0.046
"06037900605",0.062
"06037408704",0.05
"06037183221",0.05
"06037481101",0.051
"06037181600",0.05
"06037189800",0.05
"06037267200",0.046
"06037431502",0.051
"06037910502",0.062
"06037461902",0.051
"06037572001",0.042
"06037195201",0.05
"06037651102",0.042
"06037401601",0.06
"06037310201",0.055
"06037128702",0.053
"06037461300",0.051
"06037400604",0.057
"06037408212",0.051
"06037503302",0.046
"06037106645",0.06
"06037408136",0.053
"06037910504",0.062
"06037401101",0.06
"06037119310",0.057
"06037141201",0.053
"06037403316",0.057
"06037189903",0.05
"06037463101",0.051
"06037297500",0.042
"06037462800",0.053
"06037214503",0.048
"06037113102",0.06
"06037405600",0.053
"06037141202",0.053
"06037189500",0.051
"06037137402",0.055
"06037181400",0.05
"06037600703",0.046
"06037920313",0.065
"06037621204",0.044
"06037139001",0.057
"06037800327",0.053
"06037702201",0.046
"06037900704",0.062
"06037113303",0.057
"06037124000",0.053
"06037143602",0.051
"06037113232",0.057
"06037503802",0.046
"06037124600",0.053
"06037700502",0.05
"06037920328",0.065
"06037137103",0.057
"06037575002",0.042
"06037609900",0.042
"06037183104",0.05
"06037143800",0.051
"06037910404",0.062
"06037400800",0.055
"06037272302",0.046
"06037401201",0.06
"06037702002",0.046
"06037571504",0.042
"06037910706",0.062
"06037920115",0.065
"06037920037",0.062
"06037920102",0.062
"06037920043",0.062
"06037212502",0.048
"06037106111",0.057
"06037501600",0.048
"06037460302",0.051
"06037275101",0.046
"06037461501",0.051
"06037278001",0.046
"06037405900",0.055
"06037700200",0.05
"06037113213",0.057
"06037575001",0.042
"06037403901",0.057
"06037503401",0.046
"06037571900",0.042
"06037186202",0.05
"06037189300",0.05
"06037214901",0.048
"06037503502",0.046
"06037128602",0.053
"06037109200",0.057
"06037461100",0.051
"06037265304",0.046
"06037403721",0.055
"06037113237",0.057
"06037570902",0.044
"06037406101",0.055
"06037267404",0.046
"06037403408",0.053
"06037408628",0.048
"06037403802",0.06
"06037462202",0.053
"06037276000",0.046
"06037462301",0.053
"06037702901",0.046
"06037403702",0.057
"06037554519",0.044
"06037408625",0.048
"06037462700",0.053
"06037300800",0.051
"06037216800",0.048
"06037141101",0.053
"06037501700",0.046
"06037650401",0.042
"06037192300",0.048
"06037113322",0.057
"06037900201",0.062
"06037311300",0.055
"06037702700",0.046
"06037403404",0.055
"06037101110",0.055
"06037273902",0.046
"06037571502",0.042
"06037481713",0.048
"06037201302",0.048
"06037700801",0.048
"06037267901",0.046
"06037900505",0.062
"06037103102",0.055
"06037276500",0.046
"06037123902",0.053
"06037214502",0.048
"06037503701",0.046
"06037214501",0.048
"06037135113",0.057
"06037702300",0.046
"06037480400",0.051
"06037275400",0.046
"06037301100",0.051
"06037554515",0.044
"06037570003",0.044
"06037273300",0.046
"06037139200",0.06
"06037900900",0.062
"06037900803",0.062
"06037910002",0.062
"06037555202",0.044
"06037143100",0.053
"06037408724",0.05
"06037401602",0.06
"06037651002",0.042
"06037273502",0.046
"06037115201",0.06
"06037403500",0.055
"06037186203",0.048
"06037272201",0.046
"06037651221",0.042
"06037620002",0.044
"06037463602",0.051
"06037273800",0.046
"06037135111",0.057
"06037141102",0.053
"06037503901",0.046
"06037702502",0.046
"06037701502",0.046
"06037800328",0.053
"06037271701",0.046
"06037920112",0.065
"06037670002",0.042
"06037503402",0.046
"06037401304",0.057
"06037461400",0.051
"06037461700",0.051
"06037574902",0.042
"06037300502",0.053
"06037295103",0.042
"06037900608",0.062
"06037134423",0.057
"06037920040",0.062
"06037576602",0.042
"06037188201",0.05
"06037113101",0.057
"06037117301",0.057
"06037702501",0.046
"06037503301",0.046
"06037800204",0.055
"06037574202",0.042
"06037503702",0.046
"06037432000",0.051
"06037900506",0.062
"06037430724",0.051
"06037403406",0.055
"06037400403",0.06
"06037275311",0.046
"06037920042",0.065
"06037273100",0.046
"06037267800",0.046
"06037296402",0.042
"06037431002",0.053
"06037920332",0.065
"06037265700",0.046
"06037113212",0.057
"06037570800",0.042
"06037111206",0.06
"06037701000",0.046
"06037910202",0.062
"06037650603",0.044
"06037274100",0.046
"06037403303",0.053
"06037403319",0.055
"06037700501",0.048
"06037650102",0.044
"06037403322",0.053
"06037103400",0.055
"06037571400",0.042
"06037401203",0.057
"06037910208",0.062
"06037143300",0.053
"06037401102",0.057
"06037430801",0.051
"06037113231",0.055
"06037463700",0.051
"06037462900",0.051
"06037700902",0.048
"06037186201",0.05
"06037278102",0.046
"06037910712",0.062
"06037910601",0.062
"06037134422",0.057
"06037504001",0.046
"06037265305",0.046
"06037570901",0.044
"06037576503",0.042
"06037195202",0.05
"06037920041",0.062
"06037900609",0.062
"06037108102",0.06
"06037703002",0.046
"06037275602",0.046
"06037214400",0.048
"06037570001",0.044
"06037403321",0.057
"06037267100",0.046
"06037189701",0.053
"06037501501",0.046
"06037273600",0.046
"06037650604",0.044
"06037503801",0.046
"06037269100",0.048
"06037408629",0.048
"06037910602",0.062
"06037900508",0.062
"06037576802",0.042
"06037430803",0.051
"06037108202",0.057
"06037920326",0.062
"06037131200",0.06
"06037408723",0.05
"06037265202",0.046
"06037910716",0.062
"06037108103",0.06
"06037463400",0.053
"06037265520",0.046
"06037271702",0.046
"06037408503",0.048
"06037910810",0.06
"06037277000",0.046
"06037300200",0.053
"06037910707",0.062
"06037139502",0.057
"06037920013",0.065
"06037700901",0.048
"06037571000",0.044
"06037141400",0.055
"06037554518",0.046
"06037137401",0.055
"06037901102",0.062
"06037274202",0.046
"06037700300",0.05
"06037137502",0.057
"06037101300",0.053
"06037431700",0.051
"06037300600",0.053
"06037135202",0.055
"06037143603",0.053
"06037462400",0.051
"06037403320",0.055
"06037400900",0.057
"06037139701",0.055
"06037800504",0.051
"06037910505",0.062
"06037265303",0.046
"06037273700",0.046
"06037267402",0.046
"06037571101",0.044
"06037403403",0.055
"06037573902",0.044
"06037700802",0.048
"06037920031",0.065
"06037930401",0.055
"06037297400",0.042
"06037271300",0.046
"06037480011",0.051
"06037503703",0.046
"06037181500",0.05
"06037554513",0.044
"06037271902",0.046
"06037134905",0.057
"06037571800",0.042
"06037910705",0.062
"06037403304",0.051
"06037462500",0.053
"06037571503",0.042
"06037401902",0.06
"06037273402",0.046
"06037106641",0.06
"06037113211",0.057
"06037901010",0.062
"06037430302",0.053
"06037276603",0.044
"06037702202",0.046
"06037463900",0.051
"06037910603",0.062
"06037301300",0.053
"06037554514",0.044
"06037216300",0.048
"06037108101",0.06
"06037139600",0.057
"06037271600",0.046
"06037401303",0.057
"06037650701",0.042
"06037901011",0.062
"06037408626",0.05
"06037574201",0.042
"06037620601",0.044
"06037143500",0.051
"06037214000",0.048
"06037215102",0.048
"06037431800",0.051
"06037651101",0.042
"06037910714",0.062
"06037910605",0.062
"06037143700",0.051
"06037574400",0.042
"06037194401",0.048
"06037111204",0.06
"06037276400",0.046
"06037215101",0.048
"06037577603",0.042
"06037702102",0.046
"06037910709",0.062
"06037574800",0.042
"06037701402",0.046
"06037620521",0.044
"06037650800",0.042
"06037910606",0.062
"06037480704",0.05
"06037599000",0.04
"06037403703",0.057
"06037920330",0.065
"06037271100",0.046
"06037460301",0.051
"06037310100",0.055
"06037901009",0.062
"06037211701",0.048
"06037124700",0.053
"06037901101",0.062
"06037901209",0.062
"06037910715",0.062
"06037113235",0.055
"06037481800",0.048
"06037463601",0.053
"06037400205",0.06
"06037620101",0.044
"06037310300",0.055
"06037214100",0.048
"06037701302",0.046
"06037430721",0.051
"06037910805",0.057
"06037194402",0.048
"06037463000",0.051
"06037403325",0.051
"06037297000",0.042
"06037910711",0.062
"06037910001",0.062
"06037574500",0.042
"06037106643",0.06
"06037911001",0.062
"06037115101",0.057
"06037271400",0.046
"06037460401",0.051
"06037293301",0.042
"06037265100",0.046
"06037300501",0.053
"06037430701",0.051
"06037211000",0.048
"06037571300",0.042
"06037901008",0.062
"06037300301",0.053
"06037920329",0.065
"06037408705",0.051
"06037264301",0.046
"06037214600",0.048
"06037265410",0.046
"06037910205",0.06
"06037620701",0.044
"06037143400",0.053
"06037910713",0.062
"06037430400",0.053
"06037265602",0.046
"06037503601",0.046
"06037700700",0.048
"06037920334",0.065
"06037137301",0.055
"06037430723",0.051
"06037920028",0.065
"06037910207",0.062
"06037403324",0.053
"06037431300",0.053
"06037216100",0.048
"06037571102",0.042
"06037910206",0.062
"06037276601",0.046
"06037400207",0.06
"06037297300",0.042
"06037103101",0.055
"06037500100",0.048
"06037408703",0.05
"06037300901",0.051
"06037141600",0.053
"06037108201",0.06
"06037930301",0.057
"06037401002",0.057
"06037189702",0.051
"06037920039",0.062
"06037108104",0.06
"06037920033",0.062
"06037800329",0.053
"06037920314",0.068
"06037920116",0.06
"06037577501",0.042
"06037135201",0.057
"06037910210",0.062
"06037900103",0.065
"06037262704",0.048
"06037403407",0.053
"06037408627",0.048
"06037621326",0.044
"06037901007",0.062
"06037262100",0.048
"06037620102",0.044
"06037910807",0.062
"06037301400",0.055
"06037463500",0.053
"06037430802",0.051
"06037214700",0.048
"06037920118",0.06
"06037400204",0.06
"06037901004",0.062
"06037800203",0.055
"06037462600",0.053
"06037571200",0.042
"06037503602",0.046
"06037500201",0.046
"06037577604",0.042
"06037461200",0.051
"06037651402",0.042
"06037920339",0.062
"06037620001",0.044
"06037701601",0.046
"06037920331",0.065
"06037400206",0.06
"06037574300",0.042
"06037265601",0.046
"06037403405",0.055
"06037264103",0.046
"06037920020",0.062
"06037500202",0.046
"06037272100",0.046
"06037651222",0.042
"06037267902",0.046
"06037400402",0.06
"06037920114",0.065
"06037577100",0.042
"06037296401",0.042
"06037920044",0.065
"06037134424",0.055
"06037403305",0.051
"06037276604",0.046
"06037577200",0.042
"06037480600",0.051
"06037192002",0.048
"06037430003",0.055
"06037574000",0.042
"06037408722",0.05
"06037480012",0.051
"06037901205",0.062
"06037910804",0.06
"06037800410",0.051
"06037621301",0.044
"06037464000",0.051
"06037300701",0.053
"06037269000",0.046
"06037620501",0.044
"06037620602",0.044
"06037262706",0.048
"06037139801",0.057
"06037431600",0.051
"06037577504",0.042
"06037430301",0.053
"06037920322",0.065
"06037651304",0.044
"06037430502",0.051
"06037910808",0.06
"06037480202",0.051
"06037101122",0.055
"06037577300",0.042
"06037701501",0.046
"06037910209",0.062
"06037269500",0.046
"06037621324",0.044
"06037264000",0.046
"06037141700",0.051
"06037189400",0.051
"06037920018",0.062
"06037463800",0.051
"06037573601",0.042
"06037194300",0.05
"06037137302",0.055
"06037620800",0.044
"06037620522",0.044
"06037650501",0.044
"06037800324",0.051
"06037570002",0.044
"06037800325",0.051
"06037577400",0.042
"06037920303",0.057
"06037430600",0.051
"06037574100",0.042
"06037920119",0.06
"06037271500",0.046
"06037300702",0.053
"06037800331",0.051
"06037480201",0.051
"06037480500",0.051
"06037194102",0.051
"06037701304",0.046
"06037573800",0.044
"06037920109",0.065
"06037135203",0.055
"06037670416",0.044
"06037910809",0.06
"06037920110",0.065
"06037194101",0.051
"06037621201",0.044
"06037910302",0.062
"06037141500",0.053
"06037574901",0.042
"06037920104",0.057
"06037464100",0.053
"06037460200",0.051
"06037139802",0.055
"06037264302",0.046
"06037400501",0.06
"06037269300",0.046
"06037910301",0.062
"06037261101",0.05
"06037408706",0.051
"06037573700",0.042
"06037701202",0.046
"06037460800",0.051
"06037620702",0.044
"06037920107",0.062
"06037800408",0.051
"06037480002",0.051
"06037262501",0.048
"06037262601",0.05
"06037700600",0.048
"06037264102",0.046
"06037261200",0.05
"06037143902",0.051
"06037920108",0.062
"06037650502",0.044
"06037576700",0.042
"06037920012",0.062
"06037480703",0.05
"06037920045",0.062
"06037670201",0.042
"06037480702",0.05
"06037265420",0.046
"06037920015",0.062
"06037401001",0.06
"06037460100",0.051
"06037460000",0.051
"06037670326",0.044
"06037651302",0.042
"06037670701",0.042
"06037800102",0.053
"06037621400",0.044
"06037901213",0.062
"06037920338",0.062
"06037800202",0.053
"06037139702",0.053
"06037651401",0.042
"06037261102",0.05
"06037574602",0.042
"06037143901",0.051
"06037460502",0.051
"06037701201",0.046
"06037621104",0.044
"06037430501",0.053
"06037400404",0.06
"06037464200",0.053
"06037620400",0.044
"06037910813",0.06
"06037262200",0.05
"06037650702",0.044
"06037463300",0.053
"06037670411",0.044
"06037194200",0.05
"06037460600",0.053
"06037430200",0.053
"06037262400",0.05
"06037460501",0.051
"06037460700",0.051
"06037620303",0.044
"06037800332",0.051
"06037800326",0.051
"06037138000",0.055
"06037800406",0.051
"06037300100",0.053
"06037670702",0.042
"06037920016",0.062
"06037139703",0.055
"06037134421",0.055
"06037262303",0.046
"06037621001",0.044
"06037620201",0.044
"06037670202",0.042
"06037621004",0.044
"06037901210",0.062
"06037800330",0.051
"06037670403",0.042
"06037670407",0.044
"06037670324",0.044
"06037262604",0.048
"06037651201",0.044
"06037262301",0.05
"06037621102",0.044
"06037137504",0.055
"06037800506",0.051
"06037920111",0.065
"06037262302",0.046
"06037670413",0.044
"06037670602",0.042
"06037670405",0.042
"06037620301",0.044
"06037620305",0.044
"06037670328",0.044
"06037620901",0.044
"06037670500",0.042
"06037920032",0.062
"06037670406",0.042
"06037800101",0.055
"06037620904",0.044
"06037621002",0.044
"06037262802",0.046
"06037207400",0.046
"06037980002",0.042
"06037980014",0.042
"06037532400",0.046
"06037980033",0.042
"06037980031",0.042
"06037980001",0.055
"06037504102",0.046
"06037980015",0.042
"06037980025",0.042
"06037575500",0.042
"06037320000",0.053
"06037980009",0.051
"06037980005",0.042
"06037402404",0.057
"06037980028",0.046
"06037980030",0.044
"06037403200",0.055
"06037980007",0.042
"06037980024",0.057
"06037980022",0.06
"06037701100",0.046
"06037980013",0.044
"06037980006",0.044
"06037980008",0.057
"06037980021",0.055
"06037265301",0.046
"06037980018",0.042
"06037920200",0.062
"06037980020",0.055
"06037599100",0.04
"06037551600",0.044
"06037980019",0.05
"06037574700",0.042
"06037980023",0.057
"06037910811",0.057
"06037574601",0.042
"06037930101",0.051
"06037980004",0.062
"06037980026",0.055
"06037920026",0.062
"06037910812",0.06
"06037901003",0.062
"06037980003",0.062
"06037920011",0.062
